Greek_Word	Ln_Decimal_Code	Total_Unique_References	Refs
ἐπιγνοῦσα	27.8	1	LUK 7:37!11
ἐπιγνῶναι	27.61	1	LUK 24:16!8
ἐπιγνῷς	32.16	1	LUK 1:4!2
ἐπιγραφήν	33.46	1	LUK 20:24!8
ἐπιγραφὴ	33.46	1	LUK 23:38!4
ἐπιδείξατε	24.25	1	LUK 17:14!6
ἐπιδώσει	57.75	2	LUK 11:11!16; LUK 11:12!5
ἐπιζητοῦσιν	25.9	1	LUK 12:30!8
ἐπιθέντες	90.87	1	LUK 10:30!22
ἐπιθυμήσετε	25.12	1	LUK 17:22!9
ἐπιθυμῶν	25.12	1	LUK 16:21!2
ἐπικεῖσθαι	19.43	1	LUK 5:1!7
ἐπιλάβωνται	27.32	1	LUK 20:20!10
ἐπιλαβέσθαι	27.32	1	LUK 20:26!4
ἐπιλαβόμενοι	18.2	1	LUK 23:26!5
ἐπιλαβόμενος	18.2	2	LUK 14:4!5; LUK 9:47!10
ἐπιλελησμένον	29.17	1	LUK 12:6!13
ἐπιμελῶς	30.41	1	LUK 15:8!20
ἐπιούσιον	67.183	1	LUK 11:3!5
ἐπιούσιον	67.206	1	LUK 11:3!5
ἐπιπορευομένων	15.83	1	LUK 8:4!9
ἐπιρίψαντες	15.219	1	LUK 19:35!8
ἐπισιτισμόν	5.1	1	LUK 9:12!26
ἐπισκέψεται	34.50	1	LUK 1:78!8
ἐπισκιάσει	14.62	1	LUK 1:35!15
ἐπισκοπῆς	34.51	1	LUK 19:44!25
ἐπιστάτα	87.50	2	LUK 17:13!7; LUK 8:24!7
ἐπιστεύσατε	31.35	1	LUK 20:5!16
ἐπιστρέψαι	25.95	1	LUK 1:17!11
ἐπιστρέψας	41.51	1	LUK 22:32!15
ἐπιστρέψει	31.61	1	LUK 1:16!6
ἐπιστρέψῃ	15.90	1	LUK 17:4!11
ἐπιστρεψάτω	15.90	1	LUK 17:31!27
ἐπιστὰς	17.5	1	LUK 4:39!2
ἐπιστᾶσα	17.5	1	LUK 10:40!8
ἐπιστᾶσα	85.13	1	LUK 2:38!5
ἐπιστῇ	13.119	1	LUK 21:34!17
ἐπισυνάξαι	15.126	1	LUK 13:34!15
ἐπισυναχθήσονται	15.124	1	LUK 17:37!18
ἐπισυναχθεισῶν	15.126	1	LUK 12:1!3
ἐπιτάξῃ	33.325	1	LUK 8:31!6
ἐπιτάσσει	33.325	2	LUK 4:36!20; LUK 8:25!22
ἐπιτίθησιν	85.51	1	LUK 15:5!3
ἐπιτίμησον	33.419	2	LUK 17:3!8; LUK 19:39!12
ἐπιτιθεὶς	85.51	1	LUK 4:40!22
ἐπιτιμήσας	33.331	1	LUK 9:21!3
ἐπιτιμῶν	33.419	2	LUK 23:40!5; LUK 4:41!18
ἐπιτρέψῃ	13.138	1	LUK 8:32!15
ἐπιτρόπου	37.86	1	LUK 8:3!5
ἐπιφᾶναι	14.39	1	LUK 1:79!1
ἐπιχέων	47.6	1	LUK 10:34!7
ἐπλήρωσεν	68.26	1	LUK 7:1!2
ἐπλήσθη	59.38	2	LUK 1:41!19; LUK 1:67!6
ἐπλήσθη	67.70	1	LUK 1:57!4
ἐπλήσθησαν	67.70	4	LUK 1:23!4; LUK 2:21!3; LUK 2:22!3; LUK 2:6!8
ἐπλήσθησαν	78.46	3	LUK 4:28!2; LUK 5:26!10; LUK 6:11!3
ἐποίει	42.7	1	LUK 9:43!15
ἐποίει	90.45	1	LUK 14:16!7
ἐποίησέν	41.7	1	LUK 1:49!2
ἐποίησαν	42.7	2	LUK 9:10!8; LUK 9:15!2
ἐποίησας	41.7	1	LUK 2:48!14
ἐποίησεν	13.9	1	LUK 5:29!2
ἐποίησεν	23.199	1	LUK 8:8!11
ἐποίησεν	41.7	2	LUK 8:39!10; LUK 8:39!21
ἐποίησεν	42.29	1	LUK 11:40!10
ἐποίησεν	42.7	4	LUK 16:8!11; LUK 17:9!7; LUK 6:10!13; LUK 6:3!12
ἐποίησεν	57.189	1	LUK 19:18!10
ἐποίησεν	90.45	3	LUK 1:68!10; LUK 23:22!10; LUK 3:19!20
ἐποίουν	41.7	2	LUK 6:23!21; LUK 6:26!13
ἐποιήσατε	13.9	1	LUK 19:46!14
ἐπορεύετο	15.10	1	LUK 7:6!4
ἐπορεύετο	15.18	1	LUK 19:28!4
ἐπορεύετο	15.34	1	LUK 4:30!7
ἐπορεύθη	15.18	4	LUK 19:12!6; LUK 1:39!8; LUK 4:42!5; LUK 7:11!6
ἐπορεύθη	15.34	1	LUK 22:39!3
ἐπορεύθησαν	15.10	1	LUK 9:56!2
ἐπορεύοντο	15.18	3	LUK 24:28!7; LUK 2:3!2; LUK 2:41!2
ἐπράξαμεν	42.8	1	LUK 23:41!8
ἐπροφήτευσεν	33.459	1	LUK 1:67!10
ἐπυνθάνετο	33.181	2	LUK 15:26!6; LUK 18:36!5
ἐπώλουν	57.186	1	LUK 17:28!11
ἐπὰν	67.31	2	LUK 11:22!1; LUK 11:34!22
ἐπὶ	28.64	1	LUK 12:3!22
ἐπὶ	37.9	7	LUK 10:19!13; LUK 12:11!5; LUK 12:42!17; LUK 12:44!5; LUK 1:33!3; LUK 2:8!15; LUK 9:1!10
ἐπὶ	67.136	4	LUK 18:4!4; LUK 3:2!1; LUK 4:25!20; LUK 4:27!8
ἐπὶ	67.33	1	LUK 10:35!2
ἐπὶ	83.23	4	LUK 12:54!10; LUK 20:37!9; LUK 22:30!5; LUK 5:27!11
ἐπὶ	83.35	1	LUK 21:12!20
ἐπὶ	83.46	20	LUK 10:34!14; LUK 17:31!7; LUK 17:34!8; LUK 18:8!20; LUK 19:44!14; LUK 21:23!17; LUK 21:25!11; LUK 21:35!9; LUK 21:6!11; LUK 22:21!10; LUK 22:30!15; LUK 2:14!6; LUK 4:25!30; LUK 4:9!8; LUK 5:18!5; LUK 5:24!11; LUK 6:17!6; LUK 6:29!4; LUK 6:48!13; LUK 6:49!12
ἐπὶ	84.17	9	LUK 15:4!23; LUK 19:5!4; LUK 22:40!3; LUK 23:1!9; LUK 23:33!4; LUK 24:1!8; LUK 24:12!6; LUK 24:22!11; LUK 24:24!7
ἐπὶ	84.20	13	LUK 11:33!12; LUK 15:5!4; LUK 19:23!9; LUK 19:35!12; LUK 19:4!7; LUK 22:44!16; LUK 5:11!5; LUK 5:19!11; LUK 5:36!15; LUK 8:13!3; LUK 8:16!13; LUK 8:27!4; LUK 8:6!4
ἐπὶ	89.101	2	LUK 12:25!7; LUK 3:20!4
ἐπὶ	89.13	1	LUK 5:5!12
ἐπὶ	89.27	15	LUK 13:17!15; LUK 15:10!11; LUK 15:7!10; LUK 15:7!15; LUK 1:14!9; LUK 1:29!3; LUK 1:47!6; LUK 20:26!12; LUK 2:33!10; LUK 2:47!7; LUK 4:22!7; LUK 4:32!3; LUK 5:9!10; LUK 9:43!12; LUK 9:43!4
ἐπὶ	89.60	2	LUK 23:48!6; LUK 4:43!19
ἐπὶ	90.23	6	LUK 1:48!3; LUK 1:59!15; LUK 21:8!10; LUK 23:28!19; LUK 24:47!3; LUK 9:48!10
ἐπὶ	90.34	11	LUK 11:17!17; LUK 12:52!12; LUK 12:52!16; LUK 12:53!10; LUK 12:53!14; LUK 12:53!18; LUK 12:53!24; LUK 12:53!3; LUK 12:53!7; LUK 21:10!10; LUK 22:52!17
ἐπὶ	90.40	1	LUK 1:16!7
ἐπὶ	90.57	11	LUK 12:49!4; LUK 19:43!4; LUK 1:35!10; LUK 1:65!3; LUK 21:35!5; LUK 2:20!10; LUK 3:2!9; LUK 4:36!4; LUK 6:35!26; LUK 7:44!20; LUK 9:38!13
ἐπᾶραι	24.34	1	LUK 18:13!11
ἐπῄνεσεν	33.354	1	LUK 16:8!2
ἐρήμοις	1.86	2	LUK 1:80!12; LUK 5:16!7
ἐρήμους	1.86	1	LUK 8:29!32
ἐρήμωσις	20.41	1	LUK 21:20!13
ἐρήμῳ	1.86	5	LUK 15:4!20; LUK 3:2!16; LUK 3:4!13; LUK 4:1!17; LUK 9:12!30
ἐργάζεσθαι	42.41	1	LUK 13:14!22
ἐργάται	41.21	1	LUK 13:27!13
ἐργάται	42.43	1	LUK 10:2!11
ἐργάτας	42.43	1	LUK 10:2!20
ἐργάτης	42.43	1	LUK 10:7!16
ἐργασίαν	41.20	1	LUK 12:58!14
ἐρεῖ	33.69	8	LUK 12:10!4; LUK 13:25!25; LUK 13:27!2; LUK 14:10!16; LUK 14:9!8; LUK 17:7!15; LUK 17:8!3; LUK 20:5!12
ἐρεῖτέ	33.69	1	LUK 4:23!6
ἐρεῖτε	33.69	2	LUK 19:31!10; LUK 22:11!2
ἐρημοῦται	20.41	1	LUK 11:17!14
ἐροῦσιν	33.69	3	LUK 17:21!2; LUK 17:23!2; LUK 23:29!7
ἐρχομένη	15.81	1	LUK 18:5!16
ἐρχομένῳ	13.50	1	LUK 18:30!15
ἐρχομένῳ	15.81	1	LUK 14:31!25
ἐρχόμενοι	15.81	2	LUK 13:14!26; LUK 16:21!16
ἐρχόμενον	15.81	2	LUK 21:27!8; LUK 23:26!9
ἐρχόμενος	15.81	6	LUK 13:35!20; LUK 15:25!12; LUK 19:38!4; LUK 6:47!3; LUK 7:19!9; LUK 7:20!19
ἐρωτήσω	33.180	1	LUK 22:68!3
ἐρωτᾷ	33.161	2	LUK 11:37!5; LUK 14:32!10
ἐρωτᾷ	33.180	1	LUK 19:31!5
ἐρωτῆσαι	33.180	1	LUK 9:45!18
ἐρωτῶ	33.161	2	LUK 14:18!19; LUK 14:19!12
ἐρωτῶν	33.161	1	LUK 7:3!12
ἐρῶ	33.69	2	LUK 12:19!2; LUK 15:18!8
ἐσίγησαν	33.121	2	LUK 20:26!16; LUK 9:36!12
ἐσθίειν	23.1	1	LUK 12:45!24
ἐσθίετε	23.1	2	LUK 10:8!10; LUK 5:30!21
ἐσθίοντες	23.1	1	LUK 10:7!7
ἐσθίουσιν	23.1	1	LUK 5:33!22
ἐσθίων	23.1	2	LUK 7:33!7; LUK 7:34!6
ἐσθῆτα	6.162	1	LUK 23:11!14
ἐσθῆτι	6.162	1	LUK 24:4!16
ἐσκίρτησεν	15.243	2	LUK 1:41!11; LUK 1:44!14
ἐσμέν	85.1	1	LUK 9:12!32
ἐσμεν	13.4	1	LUK 17:10!14
ἐσπαργάνωσεν	49.6	1	LUK 2:7!9
ἐσπαργανωμένον	49.6	1	LUK 2:12!8
ἐσπλαγχνίσθη	25.49	3	LUK 10:33!10; LUK 15:20!19; LUK 7:13!6
ἐστάθησαν	17.1	1	LUK 24:17!15
ἐστέ	13.1	1	LUK 24:38!6
ἐστέ	85.1	2	LUK 13:25!31; LUK 13:27!8
ἐστήρικται	85.38	1	LUK 16:26!11
ἐστήρισεν	30.80	1	LUK 9:51!15
ἐστίν	13.1	1	LUK 6:36!8
ἐστίν	13.4	2	LUK 10:29!12; LUK 11:35!10
ἐστίν	13.69	4	LUK 14:22!12; LUK 6:32!10; LUK 6:33!10; LUK 6:34!11
ἐστίν	85.1	1	LUK 21:30!13
ἐσταύρωσαν	20.76	2	LUK 23:33!11; LUK 24:20!15
ἐστε	13.1	2	LUK 24:48!2; LUK 6:22!2
ἐστε	13.4	3	LUK 11:48!3; LUK 16:15!5; LUK 22:28!3
ἐστιν	13.1	36	LUK 10:42!3; LUK 11:23!8; LUK 11:34!21; LUK 11:41!11; LUK 12:15!20; LUK 12:23!5; LUK 14:17!17; LUK 14:31!16; LUK 14:35!8; LUK 16:10!19; LUK 16:10!9; LUK 16:17!3; LUK 17:1!8; LUK 18:25!3; LUK 18:27!12; LUK 20:6!13; LUK 21:31!11; LUK 22:38!14; LUK 22:59!20; LUK 23:6!9; LUK 4:24!10; LUK 5:23!2; LUK 5:39!12; LUK 6:35!25; LUK 6:48!2; LUK 6:49!8; LUK 7:23!3; LUK 7:28!20; LUK 7:28!9; LUK 7:39!28; LUK 7:4!13; LUK 8:17!3; LUK 9:33!17; LUK 9:48!33; LUK 9:50!17; LUK 9:62!17
ἐστιν	13.4	24	LUK 10:22!12; LUK 10:22!21; LUK 11:29!12; LUK 11:34!5; LUK 15:31!16; LUK 19:3!7; LUK 19:9!19; LUK 20:14!11; LUK 20:17!8; LUK 20:2!15; LUK 20:44!10; LUK 22:64!8; LUK 23:35!18; LUK 24:21!6; LUK 4:22!22; LUK 5:21!11; LUK 6:5!5; LUK 7:27!2; LUK 7:49!10; LUK 8:25!17; LUK 8:30!9; LUK 9:35!9; LUK 9:38!20; LUK 9:9!10
ἐστιν	13.69	3	LUK 18:29!10; LUK 1:61!7; LUK 6:43!3
ἐστιν	58.68	1	LUK 22:19!11
ἐστιν	85.1	4	LUK 12:34!3; LUK 17:21!15; LUK 22:11!12; LUK 5:34!18
ἐστιν	89.106	1	LUK 2:11!7
ἐστρωμένον	46.9	1	LUK 22:12!6
ἐστὲ	13.1	1	LUK 11:44!4
ἐστὶν	13.1	9	LUK 11:21!11; LUK 13:18!5; LUK 13:19!2; LUK 13:21!2; LUK 18:16!20; LUK 23:15!14; LUK 23:7!8; LUK 6:20!17; LUK 6:47!17
ἐστὶν	13.104	1	LUK 24:29!11
ἐστὶν	13.4	6	LUK 12:1!24; LUK 12:42!7; LUK 1:36!18; LUK 1:63!7; LUK 22:53!18; LUK 8:11!8
ἐστὶν	13.69	1	LUK 12:2!4
ἐστὶν	85.1	1	LUK 8:26!9
ἐσυκοφάντησα	33.434	1	LUK 19:8!22
ἐσχίσθη	63.26	1	LUK 23:45!4
ἐσόμενον	13.104	1	LUK 22:49!7
ἐσώθη	23.136	1	LUK 8:36!7
ἐτάφη	52.4	1	LUK 16:22!22
ἐτέθη	85.32	1	LUK 23:55!17
ἐτέλεσαν	68.22	1	LUK 2:39!3
ἐτέχθη	23.52	1	LUK 2:11!2
ἐταράχθη	25.244	1	LUK 1:12!2
ἐτόλμων	25.161	1	LUK 20:40!3
ἐτῶν	67.167	5	LUK 2:37!5; LUK 2:42!4; LUK 3:23!7; LUK 8:42!7; LUK 8:43!8
ἐφ	37.9	2	LUK 12:14!12; LUK 19:14!17
ἐφ	83.46	3	LUK 19:30!13; LUK 4:29!15; LUK 5:25!7
ἐφ	84.20	3	LUK 13:4!5; LUK 20:18!9; LUK 23:30!7
ἐφ	90.23	1	LUK 18:9!8
ἐφ	90.34	2	LUK 11:17!11; LUK 11:18!6
ἐφ	90.40	1	LUK 23:28!15
ἐφ	90.57	6	LUK 10:6!16; LUK 10:9!11; LUK 11:20!11; LUK 21:34!18; LUK 23:44!10; LUK 24:49!10
ἐφ	90.9	1	LUK 11:22!12
ἐφάνη	24.18	1	LUK 9:8!6
ἐφάνησαν	24.18	1	LUK 24:11!2
ἐφημερίας	11.47	2	LUK 1:5!14; LUK 1:8!11
ἐφοβήθησαν	25.252	4	LUK 20:19!18; LUK 2:9!12; LUK 8:35!30; LUK 9:34!10
ἐφοβούμην	25.252	1	LUK 19:21!1
ἐφοβοῦντο	25.252	2	LUK 22:2!12; LUK 9:45!17
ἐφύλαξα	36.19	1	LUK 18:21!6
ἐφύτευον	43.5	1	LUK 17:28!12
ἐφύτευσεν	43.5	1	LUK 20:9!11
ἐφώνει	33.77	1	LUK 8:8!16
ἐφώνησεν	14.76	1	LUK 22:60!15
ἐφώνησεν	33.77	1	LUK 8:54!7
ἐχάρη	25.125	1	LUK 23:8!7
ἐχάρησαν	25.125	1	LUK 22:5!2
ἐχαρίσατο	57.102	1	LUK 7:21!17
ἐχαρίσατο	57.223	2	LUK 7:42!6; LUK 7:43!9
ἐχθροί	39.11	1	LUK 19:43!9
ἐχθρούς	39.11	2	LUK 19:27!3; LUK 20:43!5
ἐχθροὺς	39.11	2	LUK 6:27!8; LUK 6:35!4
ἐχθροῦ	39.11	1	LUK 10:19!18
ἐχθρῶν	39.11	2	LUK 1:71!3; LUK 1:74!4
ἐχιδνῶν	88.123	1	LUK 3:7!10
ἐχομένῃ	67.208	1	LUK 13:33!9
ἐχορτάσθησαν	23.16	1	LUK 9:17!4
ἐχούσαις	23.50	1	LUK 21:23!5
ἐχόντων	57.1	1	LUK 7:42!2
ἐχόντων	74.12	1	LUK 12:4!18
ἐὰν	71.8	4	LUK 10:22!30; LUK 17:33!2; LUK 7:23!5; LUK 9:57!14
ἐὰν	89.67	16	LUK 10:6!2; LUK 12:45!1; LUK 13:3!5; LUK 13:5!5; LUK 14:34!5; LUK 15:8!7; LUK 17:3!11; LUK 17:3!3; LUK 17:4!2; LUK 19:40!7; LUK 20:6!1; LUK 22:68!1; LUK 4:7!3; LUK 5:12!27; LUK 6:33!2; LUK 6:34!2
ἑαυτούς	92.25	2	LUK 22:17!11; LUK 7:30!13
ἑαυτοὺς	92.25	5	LUK 16:15!8; LUK 17:14!7; LUK 20:20!6; LUK 20:5!5; LUK 22:23!6
ἑαυτοῖς	92.25	7	LUK 12:1!19; LUK 12:33!9; LUK 16:9!5; LUK 17:3!2; LUK 18:9!9; LUK 21:34!3; LUK 3:8!12
ἑαυτοῖς	92.26	1	LUK 7:49!7
ἑαυτοῦ	92.25	11	LUK 11:21!7; LUK 11:26!8; LUK 13:19!11; LUK 14:26!32; LUK 14:27!6; LUK 14:33!11; LUK 15:20!7; LUK 16:5!9; LUK 19:13!5; LUK 24:27!18; LUK 2:3!8
ἑαυτόν	92.25	1	LUK 23:35!15
ἑαυτὰς	92.25	1	LUK 23:28!16
ἑαυτὴν	92.25	2	LUK 11:17!12; LUK 1:24!13
ἑαυτὸν	92.25	10	LUK 10:29!5; LUK 11:18!7; LUK 14:11!10; LUK 14:11!5; LUK 15:17!2; LUK 18:11!5; LUK 18:14!16; LUK 18:14!21; LUK 9:23!12; LUK 9:25!9
ἑαυτῆς	92.25	1	LUK 13:34!23
ἑαυτῶν	92.25	6	LUK 12:36!8; LUK 12:57!5; LUK 16:8!28; LUK 21:30!6; LUK 2:39!16; LUK 9:60!9
ἑαυτῷ	92.25	7	LUK 12:17!4; LUK 12:21!4; LUK 16:3!4; LUK 18:4!11; LUK 19:12!11; LUK 7:39!10; LUK 9:47!15
ἑβδομήκοντα	60.30	2	LUK 10:1!9; LUK 10:17!4
ἑκάστῳ	59.27	1	LUK 4:40!18
ἑκατοντάρχης	55.16	2	LUK 23:47!4; LUK 7:6!19
ἑκατονταπλασίονα	60.78	1	LUK 8:8!13
ἑκατὸν	60.33	1	LUK 15:4!6
ἑνός	60.10	1	LUK 10:42!6
ἑνὶ	60.10	3	LUK 11:46!17; LUK 15:10!12; LUK 15:7!11
ἑνὶ	63.4	1	LUK 12:52!8
ἑνὶ	92.22	2	LUK 15:15!4; LUK 4:40!17
ἑνὸς	60.10	1	LUK 16:13!17
ἑξήκοντα	60.29	1	LUK 24:13!16
ἑξῆς	67.208	2	LUK 7:11!5; LUK 9:37!4
ἑορτὴ	51.2	1	LUK 22:1!4
ἑορτῆς	51.2	1	LUK 2:42!12
ἑορτῇ	51.2	1	LUK 2:41!11
ἑπτά	60.16	1	LUK 11:26!9
ἑπτάκις	60.73	2	LUK 17:4!10; LUK 17:4!3
ἑπτὰ	60.16	5	LUK 20:29!1; LUK 20:31!10; LUK 20:33!13; LUK 2:36!19; LUK 8:2!19
ἑσπέραν	67.191	1	LUK 24:29!10
ἑστάναι	85.8	1	LUK 13:25!14
ἑστήκασιν	85.8	1	LUK 8:20!11
ἑστηκότων	85.8	1	LUK 9:27!9
ἑστὼς	85.8	3	LUK 18:13!5; LUK 1:11!6; LUK 5:1!18
ἑστῶτα	85.8	1	LUK 5:2!5
ἑτέρα	58.37	1	LUK 17:35!12
ἑτέραις	58.37	1	LUK 4:43!9
ἑτέραν	58.37	2	LUK 16:18!9; LUK 9:56!4
ἑτέρου	58.37	1	LUK 16:13!21
ἑτέρους	58.37	1	LUK 10:1!8
ἑτέρῳ	58.37	4	LUK 14:31!5; LUK 16:7!2; LUK 5:7!7; LUK 6:6!4
ἑτοιμάσαι	77.3	3	LUK 1:17!21; LUK 1:76!12; LUK 9:52!14
ἑτοιμάσας	77.3	1	LUK 12:47!14
ἑτοιμάσατε	77.3	2	LUK 22:12!8; LUK 22:8!8
ἑτοιμάσωμεν	77.3	1	LUK 22:9!7
ἑωρακέναι	24.1	1	LUK 24:23!12
ἑώρακαν	24.1	1	LUK 9:36!22
ἑώρακεν	24.1	1	LUK 1:22!11
ἓν	60.10	2	LUK 12:6!8; LUK 15:4!12
ἓν	92.22	2	LUK 12:27!22; LUK 5:3!4
ἔβαλεν	15.215	1	LUK 13:19!8
ἔβαλεν	85.34	2	LUK 21:3!14; LUK 21:4!23
ἔβαλον	15.215	1	LUK 23:34!18
ἔβαλον	85.34	1	LUK 21:4!8
ἔβρεξέν	79.79	1	LUK 7:44!28
ἔβρεξεν	14.11	1	LUK 17:29!8
ἔγειρε	17.9	1	LUK 5:24!21
ἔγειρε	23.94	1	LUK 8:54!11
ἔγημα	34.66	1	LUK 14:20!5
ἔγνων	28.1	2	LUK 16:4!1; LUK 8:46!10
ἔγνως	27.2	1	LUK 24:18!15
ἔγνως	32.16	2	LUK 19:42!4; LUK 19:44!21
ἔγνωσαν	28.1	1	LUK 2:43!17
ἔγνωσαν	32.16	1	LUK 20:19!21
ἔγραψεν	33.61	2	LUK 1:63!4; LUK 20:28!4
ἔδει	71.21	5	LUK 11:42!27; LUK 13:16!16; LUK 15:32!5; LUK 22:7!8; LUK 24:26!3
ἔδειξεν	28.47	2	LUK 24:40!4; LUK 4:5!4
ἔδησεν	23.157	1	LUK 13:16!7
ἔδοξε	30.96	1	LUK 1:3!1
ἔδραμεν	15.230	1	LUK 24:12!5
ἔδωκάς	57.217	1	LUK 19:23!5
ἔδωκας	57.71	2	LUK 15:29!21; LUK 7:44!23
ἔδωκας	90.90	1	LUK 7:45!4
ἔδωκεν	13.128	1	LUK 18:43!15
ἔδωκεν	37.98	1	LUK 9:1!5
ἔδωκεν	57.71	5	LUK 10:35!8; LUK 19:13!6; LUK 22:19!7; LUK 6:4!16; LUK 7:15!9
ἔζησεν	23.93	1	LUK 15:32!14
ἔθεντο	29.2	1	LUK 1:66!2
ἔθηκα	57.217	1	LUK 19:22!20
ἔθηκας	57.217	1	LUK 19:21!11
ἔθηκεν	85.32	2	LUK 23:53!7; LUK 6:48!11
ἔθνεσιν	11.37	1	LUK 18:32!4
ἔθνη	11.55	3	LUK 12:30!5; LUK 21:24!9; LUK 24:47!14
ἔθνος	11.55	4	LUK 21:10!5; LUK 21:10!7; LUK 23:2!10; LUK 7:5!4
ἔθος	41.25	3	LUK 1:9!3; LUK 22:39!6; LUK 2:42!10
ἔθρεψαν	23.6	1	LUK 23:29!21
ἔθυσας	20.72	1	LUK 15:30!15
ἔθυσεν	20.72	1	LUK 15:27!11
ἔκβαλε	15.44	1	LUK 6:42!27
ἔκκοψον	19.18	1	LUK 13:7!21
ἔκλαιον	25.138	1	LUK 8:52!1
ἔκλασεν	19.34	1	LUK 22:19!5
ἔκλαυσεν	25.138	2	LUK 19:41!7; LUK 22:62!4
ἔκραζεν	33.83	1	LUK 18:39!12
ἔκρινας	30.108	1	LUK 7:43!15
ἔκρυψεν	24.30	1	LUK 13:21!7
ἔκστασις	25.217	1	LUK 5:26!2
ἔλαβεν	57.55	1	LUK 20:31!4
ἔλαβεν	90.63	2	LUK 5:26!3; LUK 7:16!1
ἔλαθεν	28.83	1	LUK 8:47!7
ἔλαιον	6.202	1	LUK 10:34!8
ἔλαχε	30.106	1	LUK 1:9!6
ἔλεγεν	33.69	10	LUK 10:2!1; LUK 13:14!12; LUK 16:5!10; LUK 21:10!2; LUK 23:34!4; LUK 23:42!2; LUK 3:11!3; LUK 5:36!1; LUK 6:20!11; LUK 6:5!2
ἔλεγον	33.69	4	LUK 22:65!5; LUK 24:10!17; LUK 4:22!19; LUK 9:31!5
ἔλεος	88.76	4	LUK 10:37!7; LUK 1:50!3; LUK 1:58!13; LUK 1:72!2
ἔλθωσιν	15.81	1	LUK 16:28!12
ἔλθῃ	13.117	1	LUK 22:18!21
ἔλθῃ	13.50	1	LUK 8:17!18
ἔλθῃ	15.81	4	LUK 12:38!10; LUK 14:10!12; LUK 1:43!6; LUK 9:26!17
ἔλθῃς	15.81	1	LUK 23:42!7
ἔμενεν	85.55	1	LUK 8:27!25
ἔμιξεν	63.10	1	LUK 13:1!17
ἔμπροσθέν	83.33	2	LUK 19:27!18; LUK 7:27!19
ἔμπροσθέν	90.20	1	LUK 10:21!39
ἔμπροσθεν	83.33	6	LUK 12:8!10; LUK 12:8!21; LUK 19:28!5; LUK 19:4!5; LUK 21:36!17; LUK 5:19!25
ἔμπροσθεν	83.36	1	LUK 14:2!7
ἔμφοβοι	25.256	1	LUK 24:37!4
ἔν	83.13	1	LUK 18:2!5
ἔναντι	83.33	1	LUK 1:8!13
ἔνθεν	84.9	1	LUK 16:26!16
ἔντιμος	87.6	1	LUK 7:2!12
ἔξελθε	15.40	1	LUK 4:35!9
ἔξεστιν	71.32	4	LUK 20:22!1; LUK 6:2!10; LUK 6:4!22; LUK 6:9!10
ἔξοδον	23.101	1	LUK 9:31!7
ἔξω	83.20	4	LUK 13:25!13; LUK 13:33!16; LUK 1:10!9; LUK 8:20!12
ἔξω	84.27	5	LUK 13:28!29; LUK 14:35!9; LUK 20:15!4; LUK 22:62!3; LUK 4:29!5
ἔξωθεν	83.21	2	LUK 11:39!12; LUK 11:40!6
ἔπειτα	67.44	1	LUK 16:7!1
ἔπεμψεν	15.66	3	LUK 15:15!11; LUK 7:19!1; LUK 7:6!16
ἔπεσεν	15.118	3	LUK 8:5!16; LUK 8:7!3; LUK 8:8!3
ἔπεσεν	15.119	1	LUK 13:4!7
ἔπεσεν	17.22	1	LUK 17:16!2
ἔπινον	23.34	2	LUK 17:27!2; LUK 17:28!9
ἔπλησαν	59.38	1	LUK 5:7!16
ἔπλυνον	47.8	1	LUK 5:2!15
ἔπραξα	57.65	1	LUK 19:23!17
ἔπραξεν	42.8	1	LUK 23:41!14
ἔργοις	42.11	1	LUK 11:48!7
ἔργῳ	42.11	1	LUK 24:19!20
ἔρημον	1.86	2	LUK 4:42!7; LUK 7:24!17
ἔριφον	4.19	1	LUK 15:29!22
ἔρρηξεν	23.168	1	LUK 9:42!5
ἔρριπται	15.217	1	LUK 17:2!12
ἔρχεσθαι	15.81	4	LUK 10:1!28; LUK 12:45!15; LUK 18:16!10; LUK 9:23!10
ἔρχεταί	15.81	1	LUK 8:49!4
ἔρχεται	13.117	3	LUK 17:1!18; LUK 17:20!17; LUK 17:20!7
ἔρχεται	15.81	8	LUK 12:39!13; LUK 12:40!14; LUK 12:54!16; LUK 14:26!3; LUK 14:27!8; LUK 3:16!11; LUK 7:8!23; LUK 8:12!10
ἔρχομαι	15.81	2	LUK 13:7!11; LUK 19:13!17
ἔρχονται	13.117	1	LUK 23:29!3
ἔσεσθε	13.1	1	LUK 21:17!2
ἔσεσθε	13.4	1	LUK 6:35!19
ἔσθητε	23.1	1	LUK 22:30!2
ἔσκαψεν	19.55	1	LUK 6:48!7
ἔσομαι	85.1	1	LUK 9:41!13
ἔσονται	13.1	2	LUK 13:30!12; LUK 13:30!6
ἔσονται	13.104	3	LUK 11:19!20; LUK 21:11!10; LUK 21:25!2
ἔσονται	85.1	3	LUK 12:52!1; LUK 17:34!6; LUK 17:35!1
ἔσπειρα	43.6	1	LUK 19:22!25
ἔσπειρας	43.6	1	LUK 19:21!16
ἔσται	13.1	13	LUK 10:12!10; LUK 10:14!6; LUK 11:30!9; LUK 11:36!13; LUK 17:24!17; LUK 17:26!9; LUK 17:30!4; LUK 1:15!1; LUK 1:32!2; LUK 21:24!13; LUK 22:69!5; LUK 6:35!13; LUK 6:40!10
