Greek_Word	Ln_Decimal_Code	Total_Unique_References	Refs
αἷς	92.27	4	LUK 13:14!20; LUK 1:25!8; LUK 21:6!7; LUK 23:29!6
αὐλήν	7.6	1	LUK 11:21!8
αὐλῆς	7.6	1	LUK 22:55!7
αὐξάνει	23.188	1	LUK 12:27!5
αὐστηρός	88.138	1	LUK 19:22!15
αὐστηρὸς	88.138	1	LUK 19:21!6
αὐτά	92.11	4	LUK 14:19!11; LUK 17:31!20; LUK 18:16!16; LUK 5:7!22
αὐτάς	92.11	1	LUK 24:5!14
αὐτήν	92.11	20	LUK 11:32!13; LUK 13:18!13; LUK 13:34!12; LUK 13:7!22; LUK 13:9!12; LUK 17:33!15; LUK 17:33!9; LUK 18:17!18; LUK 18:5!11; LUK 19:41!9; LUK 1:57!9; LUK 20:31!5; LUK 21:21!24; LUK 2:6!13; LUK 4:39!10; LUK 4:6!24; LUK 6:48!34; LUK 8:52!6; LUK 9:24!10; LUK 9:24!22
αὐταῖς	92.11	5	LUK 13:14!24; LUK 24:10!16; LUK 24:11!12; LUK 24:4!14; LUK 8:3!18
αὐτούς	92.11	46	LUK 10:2!4; LUK 11:31!15; LUK 11:47!14; LUK 11:5!4; LUK 12:15!4; LUK 12:24!19; LUK 13:23!14; LUK 13:4!15; LUK 14:25!10; LUK 14:7!14; LUK 18:31!7; LUK 19:13!13; LUK 19:33!11; LUK 1:65!8; LUK 20:23!8; LUK 20:25!5; LUK 20:3!5; LUK 20:41!4; LUK 22:15!4; LUK 22:47!14; LUK 23:14!3; LUK 23:22!6; LUK 24:17!4; LUK 24:25!5; LUK 24:44!4; LUK 24:50!13; LUK 2:18!13; LUK 2:20!19; LUK 2:46!21; LUK 2:49!4; LUK 2:9!10; LUK 3:13!5; LUK 4:23!4; LUK 4:40!24; LUK 5:22!11; LUK 5:31!7; LUK 5:34!5; LUK 6:47!13; LUK 6:9!6; LUK 8:21!6; LUK 8:22!19; LUK 9:13!4; LUK 9:3!4; LUK 9:34!9; LUK 9:5!22; LUK 9:54!19
αὐτοὶ	92.11	15	LUK 11:19!17; LUK 13:4!18; LUK 14:1!18; LUK 14:12!30; LUK 16:28!11; LUK 17:13!2; LUK 18:34!2; LUK 22:23!2; LUK 22:71!9; LUK 24:14!2; LUK 24:35!2; LUK 24:52!2; LUK 2:50!2; LUK 6:11!1; LUK 9:36!11
αὐτοὶ	92.37	4	LUK 11:4!9; LUK 11:46!16; LUK 11:48!12; LUK 11:52!11
αὐτοὺς	92.11	40	LUK 10:1!13; LUK 10:38!5; LUK 11:48!15; LUK 11:49!11; LUK 12:16!5; LUK 12:37!18; LUK 14:5!3; LUK 15:3!4; LUK 16:30!14; LUK 17:14!15; LUK 18:1!10; LUK 19:11!16; LUK 19:27!12; LUK 19:27!17; LUK 20:19!25; LUK 22:45!12; LUK 22:70!14; LUK 24:15!6; LUK 24:50!3; LUK 24:51!7; LUK 2:27!20; LUK 2:34!3; LUK 2:43!8; LUK 2:6!6; LUK 4:21!5; LUK 4:31!11; LUK 4:40!12; LUK 4:43!5; LUK 5:36!6; LUK 6:10!4; LUK 6:3!4; LUK 6:32!17; LUK 9:10!11; LUK 9:11!9; LUK 9:14!13; LUK 9:16!15; LUK 9:18!16; LUK 9:2!3; LUK 9:33!6; LUK 9:34!15
αὐτοῖς	92.11	88	LUK 10:18!3; LUK 10:9!9; LUK 11:17!8; LUK 11:2!3; LUK 12:37!22; LUK 13:2!4; LUK 13:32!3; LUK 15:12!19; LUK 15:2!16; LUK 15:6!13; LUK 16:15!3; LUK 16:28!7; LUK 17:14!4; LUK 17:20!13; LUK 17:37!10; LUK 18:1!4; LUK 18:15!15; LUK 18:29!4; LUK 18:7!21; LUK 19:13!7; LUK 19:32!8; LUK 19:46!2; LUK 1:22!19; LUK 1:22!6; LUK 1:7!4; LUK 20:15!11; LUK 20:17!4; LUK 20:34!3; LUK 20:8!5; LUK 21:10!3; LUK 21:29!4; LUK 21:4!7; LUK 22:10!4; LUK 22:13!6; LUK 22:19!8; LUK 22:24!6; LUK 22:25!4; LUK 22:35!3; LUK 22:36!3; LUK 22:38!12; LUK 22:4!10; LUK 22:40!7; LUK 22:46!3; LUK 22:6!11; LUK 22:67!11; LUK 23:34!7; LUK 24:15!14; LUK 24:19!3; LUK 24:27!11; LUK 24:29!22; LUK 24:30!16; LUK 24:33!17; LUK 24:35!11; LUK 24:38!3; LUK 24:40!5; LUK 24:41!11; LUK 2:10!3; LUK 2:17!9; LUK 2:50!9; LUK 2:51!12; LUK 2:7!19; LUK 2:9!5; LUK 3:11!4; LUK 3:14!13; LUK 4:39!15; LUK 5:14!24; LUK 5:7!12; LUK 6:31!10; LUK 6:39!5; LUK 6:5!3; LUK 7:22!4; LUK 7:6!6; LUK 8:25!3; LUK 8:3!14; LUK 8:31!7; LUK 8:32!16; LUK 8:32!22; LUK 8:36!3; LUK 8:56!9; LUK 9:1!6; LUK 9:11!11; LUK 9:13!6; LUK 9:17!10; LUK 9:20!3; LUK 9:21!4; LUK 9:46!5; LUK 9:48!3; LUK 9:55!4
αὐτοῦ	83.3	1	LUK 9:27!8
αὐτοῦ	92.11	251	LUK 10:1!19; LUK 10:2!25; LUK 10:34!24; LUK 10:34!6; LUK 10:35!14; LUK 10:37!9; LUK 10:39!18; LUK 10:7!19; LUK 11:1!17; LUK 11:1!30; LUK 11:16!9; LUK 11:18!13; LUK 11:21!14; LUK 11:22!10; LUK 11:22!18; LUK 11:22!4; LUK 11:53!3; LUK 11:54!8; LUK 11:8!13; LUK 11:8!18; LUK 12:1!16; LUK 12:15!19; LUK 12:22!6; LUK 12:25!10; LUK 12:27!19; LUK 12:31!5; LUK 12:39!20; LUK 12:42!20; LUK 12:43!9; LUK 12:44!9; LUK 12:45!10; LUK 12:46!24; LUK 12:47!11; LUK 12:47!20; LUK 12:48!19; LUK 12:58!17; LUK 13:15!17; LUK 13:17!22; LUK 13:17!4; LUK 13:19!27; LUK 13:6!13; LUK 14:17!5; LUK 14:2!8; LUK 14:21!17; LUK 14:21!8; LUK 14:29!4; LUK 14:32!5; LUK 14:8!18; LUK 15:1!12; LUK 15:13!20; LUK 15:14!3; LUK 15:15!16; LUK 15:20!10; LUK 15:20!17; LUK 15:20!26; LUK 15:22!23; LUK 15:22!8; LUK 15:25!5; LUK 15:28!10; LUK 15:5!7; LUK 16:1!22; LUK 16:18!6; LUK 16:20!10; LUK 16:21!20; LUK 16:23!21; LUK 16:23!8; LUK 16:24!18; LUK 17:1!6; LUK 17:12!3; LUK 17:16!8; LUK 17:2!10; LUK 17:24!25; LUK 17:31!13; LUK 17:33!6; LUK 18:13!19; LUK 18:14!9; LUK 18:40!12; LUK 18:7!11; LUK 19:14!11; LUK 19:14!4; LUK 19:24!7; LUK 19:31!14; LUK 19:33!9; LUK 19:34!7; LUK 19:36!3; LUK 19:37!3; LUK 19:48!12; LUK 1:13!27; LUK 1:14!12; LUK 1:15!22; LUK 1:17!5; LUK 1:23!14; LUK 1:23!9; LUK 1:24!10; LUK 1:31!13; LUK 1:32!19; LUK 1:33!13; LUK 1:48!8; LUK 1:49!11; LUK 1:50!4; LUK 1:51!5; LUK 1:54!4; LUK 1:55!12; LUK 1:58!14; LUK 1:59!20; LUK 1:60!5; LUK 1:62!5; LUK 1:63!9; LUK 1:64!10; LUK 1:64!5; LUK 1:66!23; LUK 1:67!5; LUK 1:68!14; LUK 1:69!10; LUK 1:70!10; LUK 1:72!11; LUK 1:75!6; LUK 1:76!14; LUK 1:77!7; LUK 1:8!12; LUK 1:80!16; LUK 20:1!8; LUK 20:20!11; LUK 20:26!15; LUK 20:28!20; LUK 20:28!28; LUK 20:44!8; LUK 21:38!12; LUK 22:36!20; LUK 22:44!11; LUK 22:47!2; LUK 22:50!15; LUK 22:59!15; LUK 22:60!14; LUK 22:71!15; LUK 23:10!10; LUK 23:11!10; LUK 23:14!29; LUK 23:2!4; LUK 23:34!17; LUK 23:55!20; LUK 23:8!21; LUK 23:8!28; LUK 24:23!6; LUK 24:26!12; LUK 24:47!6; LUK 24:50!11; LUK 24:8!5; LUK 2:21!13; LUK 2:27!27; LUK 2:33!14; LUK 2:33!5; LUK 2:34!11; LUK 2:38!12; LUK 2:41!5; LUK 2:43!20; LUK 2:47!13; LUK 2:47!6; LUK 2:48!11; LUK 2:51!16; LUK 3:1!23; LUK 3:16!25; LUK 3:17!11; LUK 3:17!19; LUK 3:17!7; LUK 3:19!15; LUK 3:19!8; LUK 3:4!22; LUK 3:7!8; LUK 4:10!6; LUK 4:13!9; LUK 4:14!21; LUK 4:22!17; LUK 4:24!14; LUK 4:32!13; LUK 4:32!6; LUK 4:35!11; LUK 4:35!22; LUK 4:37!5; LUK 4:42!17; LUK 5:12!24; LUK 5:13!16; LUK 5:13!6; LUK 5:15!7; LUK 5:18!18; LUK 5:25!14; LUK 5:29!10; LUK 5:30!12; LUK 6:1!13; LUK 6:10!18; LUK 6:13!8; LUK 6:14!10; LUK 6:17!13; LUK 6:18!4; LUK 6:19!11; LUK 6:19!7; LUK 6:20!10; LUK 6:20!6; LUK 6:3!20; LUK 6:4!19; LUK 6:40!14; LUK 6:45!30; LUK 6:6!20; LUK 6:7!16; LUK 7:1!6; LUK 7:11!16; LUK 7:12!16; LUK 7:15!13; LUK 7:16!23; LUK 7:17!11; LUK 7:18!16; LUK 7:18!6; LUK 7:28!19; LUK 7:3!19; LUK 7:30!17; LUK 7:36!10; LUK 7:38!15; LUK 7:38!27; LUK 7:38!7; LUK 7:39!25; LUK 7:6!9; LUK 8:18!22; LUK 8:19!10; LUK 8:22!15; LUK 8:38!3; LUK 8:41!27; LUK 8:44!8; LUK 8:47!17; LUK 8:49!2; LUK 8:5!8; LUK 8:53!3; LUK 8:9!6; LUK 9:14!11; LUK 9:23!17; LUK 9:24!17; LUK 9:24!7; LUK 9:26!21; LUK 9:29!11; LUK 9:29!16; LUK 9:31!8; LUK 9:32!16; LUK 9:33!8; LUK 9:34!3; LUK 9:35!15; LUK 9:39!18; LUK 9:42!28; LUK 9:42!4; LUK 9:43!20; LUK 9:51!10; LUK 9:52!6; LUK 9:53!8
αὐτό	92.11	8	LUK 14:35!11; LUK 15:4!28; LUK 1:62!11; LUK 2:40!14; LUK 8:5!28; LUK 8:7!13; LUK 9:40!8; LUK 9:45!15
αὐτόν	92.11	66	LUK 10:26!5; LUK 11:1!19; LUK 11:13!25; LUK 11:22!7; LUK 11:39!6; LUK 12:44!11; LUK 12:48!26; LUK 14:1!21; LUK 14:12!6; LUK 14:18!18; LUK 14:31!27; LUK 15:20!29; LUK 15:22!16; LUK 15:28!13; LUK 16:14!11; LUK 18:33!4; LUK 18:40!14; LUK 18:40!9; LUK 19:14!6; LUK 19:39!10; LUK 19:4!11; LUK 19:5!12; LUK 1:12!9; LUK 1:21!16; LUK 1:50!11; LUK 20:14!15; LUK 20:18!15; LUK 20:2!5; LUK 22:2!11; LUK 22:4!12; LUK 22:43!8; LUK 22:47!20; LUK 22:51!14; LUK 22:57!7; LUK 22:65!7; LUK 23:21!7; LUK 23:26!4; LUK 23:27!14; LUK 23:39!7; LUK 24:16!9; LUK 24:18!8; LUK 24:20!16; LUK 24:31!8; LUK 2:21!8; LUK 2:25!26; LUK 2:45!8; LUK 3:12!9; LUK 3:22!12; LUK 4:29!23; LUK 4:35!25; LUK 4:40!14; LUK 4:42!13; LUK 5:17!36; LUK 5:33!5; LUK 7:40!7; LUK 7:42!12; LUK 7:9!7; LUK 8:29!15; LUK 8:30!19; LUK 8:40!15; LUK 8:42!20; LUK 9:39!20; LUK 9:39!5; LUK 9:53!4; LUK 9:57!10; LUK 9:9!19
αὐτόπται	24.46	1	LUK 1:2!7
αὐτός	92.11	1	LUK 24:21!5
αὐτός	92.37	1	LUK 24:39!12
αὐτὰ	58.31	3	LUK 17:30!3; LUK 6:23!19; LUK 6:26!11
αὐτὰ	92.11	3	LUK 10:21!30; LUK 18:16!5; LUK 4:41!21
αὐτὰς	92.11	2	LUK 23:28!4; LUK 24:4!6
αὐτὴ	92.11	4	LUK 1:36!8; LUK 2:37!2; LUK 7:12!18; LUK 8:42!10
αὐτὴν	92.11	9	LUK 13:12!3; LUK 13:8!17; LUK 13:8!8; LUK 16:16!18; LUK 1:28!4; LUK 1:61!4; LUK 20:33!15; LUK 6:48!29; LUK 7:13!3
αὐτὸ	58.31	1	LUK 6:33!15
αὐτὸ	92.11	6	LUK 19:23!16; LUK 1:59!14; LUK 22:16!8; LUK 23:53!4; LUK 2:28!4; LUK 9:47!13
αὐτὸν	92.11	142	LUK 10:25!7; LUK 10:30!19; LUK 10:31!13; LUK 10:33!7; LUK 10:34!13; LUK 10:34!19; LUK 10:38!17; LUK 10:6!9; LUK 11:1!6; LUK 11:27!6; LUK 11:37!6; LUK 11:5!13; LUK 11:53!14; LUK 11:54!2; LUK 12:46!20; LUK 14:1!6; LUK 14:4!7; LUK 14:5!17; LUK 14:9!6; LUK 15:15!12; LUK 15:20!14; LUK 15:27!21; LUK 16:2!3; LUK 16:22!8; LUK 16:27!9; LUK 17:25!4; LUK 18:18!4; LUK 18:24!3; LUK 18:3!11; LUK 18:35!6; LUK 18:40!6; LUK 19:11!13; LUK 19:15!6; LUK 19:30!21; LUK 19:35!3; LUK 19:46!13; LUK 19:47!17; LUK 19:6!6; LUK 19:9!4; LUK 1:13!4; LUK 1:8!6; LUK 20:10!20; LUK 20:14!3; LUK 20:15!3; LUK 20:19!10; LUK 20:20!15; LUK 20:21!3; LUK 20:27!12; LUK 20:40!5; LUK 20:44!3; LUK 20:9!15; LUK 21:38!7; LUK 21:7!3; LUK 22:49!5; LUK 22:52!8; LUK 22:54!3; LUK 22:56!3; LUK 22:58!6; LUK 22:6!8; LUK 22:63!6; LUK 22:64!3; LUK 22:66!16; LUK 23:1!8; LUK 23:11!17; LUK 23:11!3; LUK 23:15!6; LUK 23:16!3; LUK 23:22!20; LUK 23:23!7; LUK 23:3!5; LUK 23:33!12; LUK 23:53!8; LUK 23:7!10; LUK 23:7!15; LUK 23:8!16; LUK 23:9!3; LUK 24:20!4; LUK 24:23!15; LUK 24:24!18; LUK 24:29!3; LUK 24:30!6; LUK 24:51!6; LUK 24:52!4; LUK 2:21!23; LUK 2:22!14; LUK 2:4!23; LUK 2:44!13; LUK 2:44!3; LUK 2:46!7; LUK 2:48!3; LUK 2:48!8; LUK 2:7!10; LUK 2:7!13; LUK 3:10!3; LUK 3:14!3; LUK 4:29!10; LUK 4:29!4; LUK 4:35!14; LUK 4:38!21; LUK 4:4!4; LUK 4:41!27; LUK 4:42!20; LUK 4:5!3; LUK 4:9!3; LUK 5:12!6; LUK 5:18!13; LUK 5:19!18; LUK 5:19!6; LUK 5:3!11; LUK 5:9!4; LUK 6:1!6; LUK 6:12!8; LUK 6:6!7; LUK 7:15!10; LUK 7:20!4; LUK 7:3!13; LUK 7:3!8; LUK 7:36!4; LUK 7:39!7; LUK 7:4!8; LUK 8:16!6; LUK 8:19!4; LUK 8:24!4; LUK 8:30!3; LUK 8:31!3; LUK 8:32!13; LUK 8:37!3; LUK 8:38!16; LUK 8:4!11; LUK 8:40!8; LUK 8:41!22; LUK 8:42!16; LUK 8:5!13; LUK 8:9!3; LUK 9:18!6; LUK 9:29!6; LUK 9:39!11; LUK 9:42!25; LUK 9:42!6; LUK 9:45!19; LUK 9:49!16; LUK 9:50!4
αὐτὸς	92.11	37	LUK 10:38!6; LUK 11:17!1; LUK 11:28!1; LUK 15:14!13; LUK 16:24!2; LUK 17:11!9; LUK 18:39!8; LUK 19:2!12; LUK 19:2!8; LUK 19:9!16; LUK 1:17!2; LUK 1:22!16; LUK 20:42!1; LUK 22:41!2; LUK 23:9!7; LUK 24:25!2; LUK 24:28!9; LUK 24:31!10; LUK 2:28!2; LUK 3:15!16; LUK 3:16!26; LUK 4:15!2; LUK 4:30!1; LUK 5:1!16; LUK 5:14!2; LUK 5:16!1; LUK 5:17!8; LUK 5:37!20; LUK 6:20!2; LUK 6:3!16; LUK 6:35!23; LUK 6:8!1; LUK 8:1!7; LUK 8:22!8; LUK 8:37!18; LUK 8:54!1; LUK 9:51!12
αὐτὸς	92.37	8	LUK 10:1!27; LUK 17:16!12; LUK 22:41!2; LUK 24:15!10; LUK 24:36!5; LUK 3:23!2; LUK 6:42!17; LUK 7:5!9
αὐτῆς	92.11	28	LUK 10:10!15; LUK 10:42!16; LUK 12:53!21; LUK 1:18!23; LUK 1:36!13; LUK 1:38!17; LUK 1:41!17; LUK 1:5!26; LUK 1:56!14; LUK 1:58!16; LUK 1:58!8; LUK 21:20!14; LUK 21:21!14; LUK 21:4!17; LUK 2:19!13; LUK 2:36!23; LUK 2:51!25; LUK 2:7!5; LUK 4:38!23; LUK 4:39!4; LUK 7:35!9; LUK 7:38!21; LUK 7:44!35; LUK 7:47!8; LUK 8:44!16; LUK 8:54!6; LUK 8:55!5; LUK 8:56!5
αὐτῆς	92.37	1	LUK 2:35!4
αὐτῇ	58.31	4	LUK 12:12!8; LUK 13:31!2; LUK 2:38!2; LUK 2:8!8
αὐτῇ	92.11	26	LUK 10:21!2; LUK 10:40!25; LUK 10:41!4; LUK 10:7!2; LUK 10:9!5; LUK 11:29!19; LUK 13:12!9; LUK 13:13!3; LUK 13:6!19; LUK 1:30!5; LUK 1:35!6; LUK 1:36!19; LUK 1:45!10; LUK 1:56!5; LUK 1:58!19; LUK 20:19!14; LUK 23:12!11; LUK 24:13!7; LUK 24:18!19; LUK 24:33!3; LUK 7:12!28; LUK 7:13!11; LUK 7:13!8; LUK 7:48!3; LUK 8:48!4; LUK 8:55!11
αὐτῶν	92.11	96	LUK 10:7!12; LUK 11:15!4; LUK 11:17!4; LUK 11:49!17; LUK 12:6!10; LUK 13:1!21; LUK 15:12!5; LUK 15:4!11; LUK 16:29!10; LUK 17:15!4; LUK 18:15!8; LUK 18:34!13; LUK 18:8!7; LUK 19:11!3; LUK 19:33!3; LUK 19:35!9; LUK 1:16!11; LUK 1:20!26; LUK 1:51!10; LUK 1:66!9; LUK 1:7!17; LUK 1:77!11; LUK 20:23!3; LUK 20:33!8; LUK 21:1!11; LUK 21:12!10; LUK 21:8!24; LUK 22:23!12; LUK 22:24!9; LUK 22:25!10; LUK 22:25!14; LUK 22:41!5; LUK 22:50!6; LUK 22:55!14; LUK 22:58!11; LUK 22:66!20; LUK 23:1!6; LUK 23:23!13; LUK 23:24!7; LUK 23:25!19; LUK 23:51!10; LUK 24:11!4; LUK 24:13!5; LUK 24:16!4; LUK 24:30!8; LUK 24:31!1; LUK 24:31!14; LUK 24:36!3; LUK 24:36!9; LUK 24:41!4; LUK 24:43!4; LUK 24:45!3; LUK 24:5!4; LUK 24:51!10; LUK 2:15!6; LUK 2:22!8; LUK 2:42!7; LUK 2:46!18; LUK 2:51!4; LUK 2:8!18; LUK 3:15!11; LUK 4:15!7; LUK 4:2!17; LUK 4:26!4; LUK 4:27!14; LUK 4:29!20; LUK 4:30!6; LUK 4:40!19; LUK 4:42!25; LUK 4:6!15; LUK 5:15!18; LUK 5:2!13; LUK 5:20!5; LUK 5:22!7; LUK 5:25!5; LUK 5:29!21; LUK 5:30!8; LUK 5:34!17; LUK 5:35!8; LUK 5:6!12; LUK 6:13!12; LUK 6:17!4; LUK 6:18!10; LUK 6:23!26; LUK 6:26!18; LUK 6:8!6; LUK 7:42!3; LUK 7:42!9; LUK 8:12!20; LUK 8:23!3; LUK 8:37!13; LUK 9:37!7; LUK 9:45!11; LUK 9:46!11; LUK 9:47!9; LUK 9:57!3
αὐτῷ	58.31	1	LUK 23:40!16
αὐτῷ	92.11	151	LUK 10:28!3; LUK 10:37!12; LUK 11:11!15; LUK 11:12!6; LUK 11:27!16; LUK 11:37!11; LUK 11:45!7; LUK 11:5!17; LUK 11:6!14; LUK 11:8!21; LUK 11:8!7; LUK 12:10!12; LUK 12:13!7; LUK 12:14!4; LUK 12:15!24; LUK 12:20!3; LUK 12:36!20; LUK 12:8!20; LUK 13:1!5; LUK 13:1!9; LUK 13:15!3; LUK 13:17!9; LUK 13:23!4; LUK 13:31!9; LUK 13:8!5; LUK 14:15!8; LUK 14:16!4; LUK 14:18!10; LUK 14:25!3; LUK 14:29!14; LUK 15:1!3; LUK 15:16!17; LUK 15:18!9; LUK 15:21!5; LUK 15:27!4; LUK 15:30!16; LUK 15:31!4; LUK 16:1!17; LUK 16:2!5; LUK 16:31!3; LUK 16:6!10; LUK 16:7!15; LUK 17:16!10; LUK 17:19!3; LUK 17:2!2; LUK 17:3!14; LUK 17:3!9; LUK 17:37!4; LUK 17:4!17; LUK 17:7!16; LUK 17:8!4; LUK 18:15!3; LUK 18:19!3; LUK 18:22!6; LUK 18:37!3; LUK 18:39!5; LUK 18:42!5; LUK 18:43!6; LUK 18:7!14; LUK 19:15!13; LUK 19:17!3; LUK 19:22!2; LUK 19:25!3; LUK 1:11!3; LUK 1:19!6; LUK 1:32!10; LUK 1:5!18; LUK 1:74!7; LUK 20:10!15; LUK 20:38!10; LUK 20:5!17; LUK 22:10!18; LUK 22:14!11; LUK 22:33!4; LUK 22:39!14; LUK 22:43!3; LUK 22:48!4; LUK 22:5!5; LUK 22:56!12; LUK 22:56!17; LUK 22:61!18; LUK 22:63!8; LUK 22:9!4; LUK 23:15!16; LUK 23:22!17; LUK 23:26!13; LUK 23:27!3; LUK 23:3!16; LUK 23:32!8; LUK 23:36!10; LUK 23:36!3; LUK 23:38!6; LUK 23:40!6; LUK 23:43!3; LUK 23:49!12; LUK 23:49!6; LUK 23:55!11; LUK 23:9!11; LUK 24:19!8; LUK 24:42!4; LUK 2:26!3; LUK 2:5!6; LUK 4:12!4; LUK 4:16!13; LUK 4:17!3; LUK 4:20!18; LUK 4:22!4; LUK 4:3!3; LUK 4:35!3; LUK 4:5!5; LUK 4:6!3; LUK 4:8!14; LUK 4:8!6; LUK 4:9!15; LUK 5:1!8; LUK 5:11!11; LUK 5:14!4; LUK 5:27!16; LUK 5:28!6; LUK 5:29!6; LUK 5:9!9; LUK 6:10!6; LUK 7:11!13; LUK 7:2!11; LUK 7:43!13; LUK 7:6!21; LUK 7:9!12; LUK 8:1!24; LUK 8:18!10; LUK 8:19!15; LUK 8:20!3; LUK 8:25!28; LUK 8:27!3; LUK 8:28!7; LUK 8:38!13; LUK 8:39!22; LUK 8:42!5; LUK 8:47!12; LUK 8:50!6; LUK 8:51!11; LUK 9:10!6; LUK 9:11!6; LUK 9:12!11; LUK 9:18!11; LUK 9:30!6; LUK 9:32!23; LUK 9:32!7; LUK 9:37!12; LUK 9:52!15; LUK 9:58!3; LUK 9:60!3
αὑτούς	92.11	1	LUK 23:12!22
αὑτὸν	92.25	1	LUK 23:2!19
αὔριον	67.207	4	LUK 10:35!4; LUK 12:28!10; LUK 13:32!17; LUK 13:33!6
αὕτη	92.29	13	LUK 11:29!9; LUK 21:3!11; LUK 21:32!10; LUK 21:4!12; LUK 22:53!17; LUK 2:2!1; LUK 2:36!10; LUK 4:21!11; LUK 7:44!24; LUK 7:45!5; LUK 7:46!7; LUK 8:11!3; LUK 8:9!8
αὗταί	92.29	1	LUK 21:22!4
βάθος	81.8	1	LUK 5:4!12
βάθος	81.9	1	LUK 5:4!12
βάλε	15.215	1	LUK 4:9!21
βάλλει	47.2	1	LUK 5:37!3
βάλλει	85.34	1	LUK 5:37!3
βάλλεται	15.215	1	LUK 3:9!23
βάλλοντας	85.34	1	LUK 21:1!5
βάλλουσαν	15.215	1	LUK 21:2!6
βάλλουσιν	15.215	1	LUK 14:35!10
βάλω	85.34	1	LUK 13:8!19
βάπτισμα	53.41	4	LUK 12:50!1; LUK 20:4!2; LUK 3:3!9; LUK 7:29!14
βάτου	3.16	2	LUK 20:37!11; LUK 6:44!17
βάτους	81.20	1	LUK 16:6!5
βάψῃ	47.11	1	LUK 16:24!13
βίβλῳ	33.52	1	LUK 20:42!6
βίβλῳ	6.64	1	LUK 3:4!4
βίον	57.18	4	LUK 15:12!21; LUK 15:30!11; LUK 21:4!20; LUK 8:43!15
βίου	41.18	1	LUK 8:14!19
βαθέως	78.22	1	LUK 24:1!7
βαλεῖ	15.215	1	LUK 12:58!35
βαλεῖν	39.15	1	LUK 12:49!3
βαλλάντια	6.144	1	LUK 12:33!10
βαλλάντιον	6.144	2	LUK 10:4!3; LUK 22:36!8
βαλλαντίου	6.144	1	LUK 22:35!8
βαλλόμενον	15.215	1	LUK 12:28!13
βαπτίζω	53.41	1	LUK 3:16!9
βαπτίσει	53.49	1	LUK 3:16!28
βαπτισθέντες	53.41	2	LUK 7:29!12; LUK 7:30!15
βαπτισθέντος	53.41	1	LUK 3:21!11
βαπτισθῆναι	24.82	1	LUK 12:50!4
βαπτισθῆναι	53.41	3	LUK 3:12!5; LUK 3:21!5; LUK 3:7!6
βαπτιστήν	53.42	1	LUK 9:19!7
βαπτιστὴς	53.42	2	LUK 7:20!10; LUK 7:33!5
βαρηθῶσιν	22.18	1	LUK 21:34!5
βασάνοις	24.90	1	LUK 16:23!11
βασάνου	24.90	1	LUK 16:28!18
βασίλισσα	37.68	1	LUK 11:31!1
βασανίσῃς	38.13	1	LUK 8:28!26
βασιλέα	37.67	1	LUK 23:2!21
βασιλέως	37.67	1	LUK 1:5!6
βασιλεία	1.82	2	LUK 11:17!10; LUK 21:10!9
βασιλεία	37.64	15	LUK 10:11!22; LUK 10:9!14; LUK 11:18!12; LUK 11:2!14; LUK 11:20!14; LUK 13:18!7; LUK 16:16!11; LUK 17:20!19; LUK 17:20!9; LUK 17:21!10; LUK 18:16!22; LUK 19:11!21; LUK 21:31!13; LUK 22:18!18; LUK 6:20!19
βασιλείαν	1.82	2	LUK 19:12!12; LUK 21:10!11
βασιλείαν	37.64	14	LUK 12:31!4; LUK 12:32!14; LUK 13:20!7; LUK 18:17!9; LUK 18:24!15; LUK 18:25!13; LUK 19:15!9; LUK 22:29!10; LUK 23:51!19; LUK 4:43!15; LUK 8:1!17; LUK 9:2!6; LUK 9:27!19; LUK 9:60!16
βασιλείας	1.82	1	LUK 4:5!8
βασιλείας	37.64	4	LUK 18:29!24; LUK 1:33!12; LUK 8:10!10; LUK 9:11!14
βασιλείοις	7.5	1	LUK 7:25!20
βασιλείᾳ	1.82	1	LUK 23:42!10
βασιλείᾳ	37.64	7	LUK 13:28!23; LUK 13:29!16; LUK 14:15!15; LUK 22:16!14; LUK 22:30!11; LUK 7:28!15; LUK 9:62!19
βασιλεύσει	37.64	1	LUK 1:33!2
βασιλεὺς	37.67	5	LUK 14:31!3; LUK 19:38!5; LUK 23:3!10; LUK 23:37!7; LUK 23:38!8
βασιλεῖ	37.67	1	LUK 14:31!6
βασιλεῖς	37.67	3	LUK 10:24!8; LUK 21:12!21; LUK 22:25!6
βασιλεῦσαι	37.64	2	LUK 19:14!16; LUK 19:27!10
βαστάζει	24.83	1	LUK 14:27!3
βαστάζετε	15.188	1	LUK 10:4!2
βαστάζοντες	15.188	1	LUK 7:14!8
βαστάζων	15.188	1	LUK 22:10!16
βαστάσασά	23.51	1	LUK 11:27!21
βδέλυγμα	25.187	1	LUK 16:15!24
βεβαρημένοι	23.71	1	LUK 9:32!9
βεβλημένον	15.215	1	LUK 23:25!8
βελόνης	6.215	1	LUK 18:25!7
βιάζεται	20.10	1	LUK 16:16!19
βιβλίον	6.64	3	LUK 4:17!11; LUK 4:17!4; LUK 4:20!4
βιωτικαῖς	41.19	1	LUK 21:34!15
βλάψαν	20.12	1	LUK 4:35!24
βλέπει	24.7	1	LUK 24:12!11
βλέπειν	24.41	1	LUK 7:21!18
βλέπεις	24.7	1	LUK 6:41!3
βλέπετε	24.7	2	LUK 10:23!15; LUK 10:24!13
βλέπετε	27.58	1	LUK 8:18!1
