Greek_Word	Ln_Domain	SemDom	SemDom_Name	Total_Unique_References	Refs
ἑαυτούς	92D	9.2;9.2.3	Part of speech;Pronouns	2	LUK 22:17!11; LUK 7:30!13
ἑαυτοὺς	92D	9.2;9.2.3	Part of speech;Pronouns	5	LUK 16:15!8; LUK 17:14!7; LUK 20:20!6; LUK 20:5!5; LUK 22:23!6
ἑαυτοῖς	92D	9.2;9.2.3	Part of speech;Pronouns	7	LUK 12:1!19; LUK 12:33!9; LUK 16:9!5; LUK 17:3!2; LUK 18:9!9; LUK 21:34!3; LUK 3:8!12
ἑαυτοῖς	92E	9.2.3.1	Reflexive pronouns	1	LUK 7:49!7
ἑαυτοῦ	92D	9.2;9.2.3	Part of speech;Pronouns	11	LUK 11:21!7; LUK 11:26!8; LUK 13:19!11; LUK 14:26!32; LUK 14:27!6; LUK 14:33!11; LUK 15:20!7; LUK 16:5!9; LUK 19:13!5; LUK 24:27!18; LUK 2:3!8
ἑαυτόν	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 23:35!15
ἑαυτὰς	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 23:28!16
ἑαυτὴν	92D	9.2;9.2.3	Part of speech;Pronouns	2	LUK 11:17!12; LUK 1:24!13
ἑαυτὸν	92D	9.2;9.2.3	Part of speech;Pronouns	10	LUK 10:29!5; LUK 11:18!7; LUK 14:11!10; LUK 14:11!5; LUK 15:17!2; LUK 18:11!5; LUK 18:14!16; LUK 18:14!21; LUK 9:23!12; LUK 9:25!9
ἑαυτῆς	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 13:34!23
ἑαυτῶν	92D	9.2;9.2.3	Part of speech;Pronouns	6	LUK 12:36!8; LUK 12:57!5; LUK 16:8!28; LUK 21:30!6; LUK 2:39!16; LUK 9:60!9
ἑαυτῷ	92D	9.2;9.2.3	Part of speech;Pronouns	7	LUK 12:17!4; LUK 12:21!4; LUK 16:3!4; LUK 18:4!11; LUK 19:12!11; LUK 7:39!10; LUK 9:47!15
ἑβδομήκοντα	60B	8.1.1.1	Cardinal numbers	2	LUK 10:1!9; LUK 10:17!4
ἑκάστῳ	59C	8.1.5	All	1	LUK 4:40!18
ἑκατοντάρχης	55D	4.8.3.6.4	Soldier	2	LUK 23:47!4; LUK 7:6!19
ἑκατονταπλασίονα	60F	8.1.1.4	Multiples	1	LUK 8:8!13
ἑκατὸν	60B	8.1.1.1	Cardinal numbers	1	LUK 15:4!6
ἑνός	60B	8.1.1.1	Cardinal numbers	1	LUK 10:42!6
ἑνὶ	60B	8.1.1.1	Cardinal numbers	3	LUK 11:46!17; LUK 15:10!12; LUK 15:7!11
ἑνὶ	63A	8.1.6	Whole, complete	1	LUK 12:52!8
ἑνὶ	92D	9.2;9.2.3	Part of speech;Pronouns	2	LUK 15:15!4; LUK 4:40!17
ἑνὸς	60B	8.1.1.1	Cardinal numbers	1	LUK 16:13!17
ἑξήκοντα	60B	8.1.1.1	Cardinal numbers	1	LUK 24:13!16
ἑξῆς	67J	8.4.1.2;8.4.1.2.2	Day;Yesterday, today, tomorrow	2	LUK 7:11!5; LUK 9:37!4
ἑορτὴ	51	4.2.2;4.2.2.1;4.2.2.2;4.2.2.3	Celebrate;Ceremony;Festival, show;Social event	1	LUK 22:1!4
ἑορτῆς	51	4.2.2;4.2.2.1;4.2.2.2;4.2.2.3	Celebrate;Ceremony;Festival, show;Social event	1	LUK 2:42!12
ἑορτῇ	51	4.2.2;4.2.2.1;4.2.2.2;4.2.2.3	Celebrate;Ceremony;Festival, show;Social event	1	LUK 2:41!11
ἑπτά	60B	8.1.1.1	Cardinal numbers	1	LUK 11:26!9
ἑπτάκις	60E	8.1.1.3	Number of times	2	LUK 17:4!10; LUK 17:4!3
ἑπτὰ	60B	8.1.1.1	Cardinal numbers	5	LUK 20:29!1; LUK 20:31!10; LUK 20:33!13; LUK 2:36!19; LUK 8:2!19
ἑσπέραν	67I	8.4.1	Period of time	1	LUK 24:29!10
ἑστάναι	85A	8.5.3	Be at a place	1	LUK 13:25!14
ἑστήκασιν	85A	8.5.3	Be at a place	1	LUK 8:20!11
ἑστηκότων	85A	8.5.3	Be at a place	1	LUK 9:27!9
ἑστὼς	85A	8.5.3	Be at a place	3	LUK 18:13!5; LUK 1:11!6; LUK 5:1!18
ἑστῶτα	85A	8.5.3	Be at a place	1	LUK 5:2!5
ἑτέρα	58F	8.3.5.2.3	Different	1	LUK 17:35!12
ἑτέραις	58F	8.3.5.2.3	Different	1	LUK 4:43!9
ἑτέραν	58F	8.3.5.2.3	Different	2	LUK 16:18!9; LUK 9:56!4
ἑτέρου	58F	8.3.5.2.3	Different	1	LUK 16:13!21
ἑτέρους	58F	8.3.5.2.3	Different	1	LUK 10:1!8
ἑτέρῳ	58F	8.3.5.2.3	Different	4	LUK 14:31!5; LUK 16:7!2; LUK 5:7!7; LUK 6:6!4
ἑτοιμάσαι	77	6.1.2.6	Prepare	3	LUK 1:17!21; LUK 1:76!12; LUK 9:52!14
ἑτοιμάσας	77	6.1.2.6	Prepare	1	LUK 12:47!14
ἑτοιμάσατε	77	6.1.2.6	Prepare	2	LUK 22:12!8; LUK 22:8!8
ἑτοιμάσωμεν	77	6.1.2.6	Prepare	1	LUK 22:9!7
ἑωρακέναι	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 24:23!12
ἑώρακαν	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 9:36!22
ἑώρακεν	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 1:22!11
ἓν	60B	8.1.1.1	Cardinal numbers	2	LUK 12:6!8; LUK 15:4!12
ἓν	92D	9.2;9.2.3	Part of speech;Pronouns	2	LUK 12:27!22; LUK 5:3!4
ἔβαλεν	15Z	7.3.1.1	Throw	1	LUK 13:19!8
ἔβαλεν	85B	7.3.4.3;7.5.9	Put;Put down	2	LUK 21:3!14; LUK 21:4!23
ἔβαλον	15Z	7.3.1.1	Throw	1	LUK 23:34!18
ἔβαλον	85B	7.3.4.3;7.5.9	Put;Put down	1	LUK 21:4!8
ἔβρεξέν	79O	1.3.3;1.3.3.1	Dry;Wet	1	LUK 7:44!28
ἔβρεξεν	14C	1.1.3.3	Rain	1	LUK 17:29!8
ἔγειρε	17A	7.1.1	Stand	1	LUK 5:24!21
ἔγειρε	23G	2.6;2.6.6	Die;Life	1	LUK 8:54!11
ἔγημα	34J	2.6.1;2.6.1.4	Divorce;Marriage	1	LUK 14:20!5
ἔγνων	28A	3.2.3	Know	2	LUK 16:4!1; LUK 8:46!10
ἔγνως	27A	3.2.2	Learn	1	LUK 24:18!15
ἔγνως	32B	3.2.4	Understand	2	LUK 19:42!4; LUK 19:44!21
ἔγνωσαν	28A	3.2.3	Know	1	LUK 2:43!17
ἔγνωσαν	32B	3.2.4	Understand	1	LUK 20:19!21
ἔγραψεν	33E	3.5.7;3.5.7.1	Reading and writing;Write	2	LUK 1:63!4; LUK 20:28!4
ἔδει	71D	9.4.3;9.4.3.2	Hortative;Moods	5	LUK 11:42!27; LUK 13:16!16; LUK 15:32!5; LUK 22:7!8; LUK 24:26!3
ἔδειξεν	28C	3.2.3.1	Known, unknown	2	LUK 24:40!4; LUK 4:5!4
ἔδησεν	23I	2.5.1;2.5.2	Disease;Sick	1	LUK 13:16!7
ἔδοξε	30F	3.3.1.2	Choose	1	LUK 1:3!1
ἔδραμεν	15D'	7.2.1.1.1	Run	1	LUK 24:12!5
ἔδωκάς	57Q	6.8.5;6.8.5.3	Borrow;Owe	1	LUK 19:23!5
ἔδωκας	57H	6.8.3;6.8.3.1;7.4;7.4.1	Give, donate;Give, hand to;Have, be with;Share wealth	2	LUK 15:29!21; LUK 7:44!23
ἔδωκας	90N	9.5	Case	1	LUK 7:45!4
ἔδωκεν	13D	9.1.2.1	Happen	1	LUK 18:43!15
ἔδωκεν	37E	4.5.3.4	Appoint, delegate	1	LUK 9:1!5
ἔδωκεν	57H	6.8.3;6.8.3.1;7.4;7.4.1	Give, donate;Give, hand to;Have, be with;Share wealth	5	LUK 10:35!8; LUK 19:13!6; LUK 22:19!7; LUK 6:4!16; LUK 7:15!9
ἔζησεν	23G	2.6;2.6.6	Die;Life	1	LUK 15:32!14
ἔθεντο	29A	3.2.6.3	Memorize	1	LUK 1:66!2
ἔθηκα	57Q	6.8.5;6.8.5.3	Borrow;Owe	1	LUK 19:22!20
ἔθηκας	57Q	6.8.5;6.8.5.3	Borrow;Owe	1	LUK 19:21!11
ἔθηκεν	85B	7.3.4.3;7.5.9	Put;Put down	2	LUK 23:53!7; LUK 6:48!11
ἔθνεσιν	11B	4.9.7	Religious organization	1	LUK 18:32!4
ἔθνη	11C	4.6.6.5	Politics	3	LUK 12:30!5; LUK 21:24!9; LUK 24:47!14
ἔθνος	11C	4.6.6.5	Politics	4	LUK 21:10!5; LUK 21:10!7; LUK 23:2!10; LUK 7:5!4
ἔθος	41B	4.3.9;4.3.9.1	Culture;Custom	3	LUK 1:9!3; LUK 22:39!6; LUK 2:42!10
ἔθρεψαν	23A	5.2.2	Eat	1	LUK 23:29!21
ἔθυσας	20D	2.6.6.1	Kill	1	LUK 15:30!15
ἔθυσεν	20D	2.6.6.1	Kill	1	LUK 15:27!11
ἔκβαλε	15D	7.2.3.3;7.3.3.3	Leave;Send	1	LUK 6:42!27
ἔκκοψον	19B	7.8.3;7.8.5	Cut;Make hole, opening	1	LUK 13:7!21
ἔκλαιον	25L	2.6.6.4;3.5.6.4;3.5.6.5;4.2.8;4.2.8.1	Cry, tear;Humor;Laugh;Mourn;Serious	1	LUK 8:52!1
ἔκλασεν	19D	7.8.1	Break	1	LUK 22:19!5
ἔκλαυσεν	25L	2.6.6.4;3.5.6.4;3.5.6.5;4.2.8;4.2.8.1	Cry, tear;Humor;Laugh;Mourn;Serious	2	LUK 19:41!7; LUK 22:62!4
ἔκραζεν	33F	3.5.1	Say	1	LUK 18:39!12
ἔκρινας	30G	3.2.2.3	Evaluate, test	1	LUK 7:43!15
ἔκρυψεν	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 13:21!7
ἔκστασις	25T	3.4.1.3	Surprise	1	LUK 5:26!2
ἔλαβεν	57G	6.8.2	Accumulate wealth	1	LUK 20:31!4
ἔλαβεν	90M	9.5	Case	2	LUK 5:26!3; LUK 7:16!1
ἔλαθεν	28E	3.2.3.1;3.2.3.3	Known, unknown;Secret	1	LUK 8:47!7
ἔλαιον	6S	6.2.5;6.2.5.4	Harvest;Plant product	1	LUK 10:34!8
ἔλαχε	30F	3.3.1.2	Choose	1	LUK 1:9!6
ἔλεγεν	33F	3.5.1	Say	10	LUK 10:2!1; LUK 13:14!12; LUK 16:5!10; LUK 21:10!2; LUK 23:34!4; LUK 23:42!2; LUK 3:11!3; LUK 5:36!1; LUK 6:20!11; LUK 6:5!2
ἔλεγον	33F	3.5.1	Say	4	LUK 22:65!5; LUK 24:10!17; LUK 4:22!19; LUK 9:31!5
ἔλεος	88J	4.4.4.1	Mercy	4	LUK 10:37!7; LUK 1:50!3; LUK 1:58!13; LUK 1:72!2
ἔλθωσιν	15F	7.2.3.3.1	Arrive	1	LUK 16:28!12
ἔλθῃ	13B	9.1.1.2	Become, change state	1	LUK 8:17!18
ἔλθῃ	13D	9.1.2.1	Happen	1	LUK 22:18!21
ἔλθῃ	15F	7.2.3.3.1	Arrive	4	LUK 12:38!10; LUK 14:10!12; LUK 1:43!6; LUK 9:26!17
ἔλθῃς	15F	7.2.3.3.1	Arrive	1	LUK 23:42!7
ἔμενεν	85C	7.2.7.2	Stay, remain	1	LUK 8:27!25
ἔμιξεν	63C	7.5.3	Mix	1	LUK 13:1!17
ἔμπροσθέν	83F	8.5.1.1	In front of	2	LUK 19:27!18; LUK 7:27!19
ἔμπροσθέν	90E	9.5	Case	1	LUK 10:21!39
ἔμπροσθεν	83F	8.5.1.1	In front of	7	LUK 12:8!10; LUK 12:8!21; LUK 14:2!7; LUK 19:28!5; LUK 19:4!5; LUK 21:36!17; LUK 5:19!25
ἔμφοβοι	25V	3.4.2.4	Afraid	1	LUK 24:37!4
ἔν	83C	8.5.1.2.2;8.5.1.4	Between;Inside	1	LUK 18:2!5
ἔναντι	83F	8.5.1.1	In front of	1	LUK 1:8!13
ἔνθεν	84A	7.3.4.7	Extend	1	LUK 16:26!16
ἔντιμος	87B	4.5.5	Honor	1	LUK 7:2!12
ἔξελθε	15D	7.2.3.3;7.3.3.3	Leave;Send	1	LUK 4:35!9
ἔξεστιν	71D	9.4.3;9.4.3.2	Hortative;Moods	4	LUK 20:22!1; LUK 6:2!10; LUK 6:4!22; LUK 6:9!10
ἔξοδον	23G	2.6;2.6.6	Die;Life	1	LUK 9:31!7
ἔξω	83D	8.5.1.2.1;8.5.1.4.1	Around;Out, outside	4	LUK 13:25!13; LUK 13:33!16; LUK 1:10!9; LUK 8:20!12
ἔξω	84B	7.3.4.7	Extend	5	LUK 13:28!29; LUK 14:35!9; LUK 20:15!4; LUK 22:62!3; LUK 4:29!5
ἔξωθεν	83D	8.5.1.2.1;8.5.1.4.1	Around;Out, outside	2	LUK 11:39!12; LUK 11:40!6
ἔπειτα	67B	8.4.5	Relative time	1	LUK 16:7!1
ἔπεμψεν	15D	7.2.3.3;7.3.3.3	Leave;Send	3	LUK 15:15!11; LUK 7:19!1; LUK 7:6!16
ἔπεσεν	15L	7.2.2.5.1	Fall	4	LUK 13:4!7; LUK 8:5!16; LUK 8:7!3; LUK 8:8!3
ἔπεσεν	17E	7.1.5	Bow	1	LUK 17:16!2
ἔπινον	23A	5.2.2	Eat	2	LUK 17:27!2; LUK 17:28!9
ἔπλησαν	59D	8.1.8;8.1.8.1	Empty;Full	1	LUK 5:7!16
ἔπλυνον	47B	5.6	Cleaning	1	LUK 5:2!15
ἔπραξα	57G	6.8.2	Accumulate wealth	1	LUK 19:23!17
ἔπραξεν	42B	9.1.2	Do	1	LUK 23:41!14
ἔργοις	42B	9.1.2	Do	1	LUK 11:48!7
ἔργῳ	42B	9.1.2	Do	1	LUK 24:19!20
ἔρημον	1M	4.6.7.3	Countryside	2	LUK 4:42!7; LUK 7:24!17
ἔριφον	4A	1.6.1	Types of animals	1	LUK 15:29!22
ἔρρηξεν	23I	2.5.1;2.5.2	Disease;Sick	1	LUK 9:42!5
ἔρριπται	15Z	7.3.1.1	Throw	1	LUK 17:2!12
ἔρχεσθαι	15F	7.2.3.3.1	Arrive	4	LUK 10:1!28; LUK 12:45!15; LUK 18:16!10; LUK 9:23!10
ἔρχεταί	15F	7.2.3.3.1	Arrive	1	LUK 8:49!4
ἔρχεται	13D	9.1.2.1	Happen	3	LUK 17:1!18; LUK 17:20!17; LUK 17:20!7
ἔρχεται	15F	7.2.3.3.1	Arrive	8	LUK 12:39!13; LUK 12:40!14; LUK 12:54!16; LUK 14:26!3; LUK 14:27!8; LUK 3:16!11; LUK 7:8!23; LUK 8:12!10
ἔρχομαι	15F	7.2.3.3.1	Arrive	2	LUK 13:7!11; LUK 19:13!17
ἔρχονται	13D	9.1.2.1	Happen	1	LUK 23:29!3
ἔσεσθε	13A	8;9.1.1	Be;States	2	LUK 21:17!2; LUK 6:35!19
ἔσθητε	23A	5.2.2	Eat	1	LUK 22:30!2
ἔσκαψεν	19F	7.8.6	Dig	1	LUK 6:48!7
ἔσομαι	85A	8.5.3	Be at a place	1	LUK 9:41!13
ἔσονται	13A	8;9.1.1	Be;States	2	LUK 13:30!12; LUK 13:30!6
ἔσονται	13D	9.1.2.1	Happen	3	LUK 11:19!20; LUK 21:11!10; LUK 21:25!2
ἔσονται	85A	8.5.3	Be at a place	3	LUK 12:52!1; LUK 17:34!6; LUK 17:35!1
ἔσπειρα	43	6.2	Agriculture	1	LUK 19:22!25
ἔσπειρας	43	6.2	Agriculture	1	LUK 19:21!16
ἔσται	13A	8;9.1.1	Be;States	14	LUK 10:12!10; LUK 10:14!6; LUK 11:30!9; LUK 11:36!13; LUK 17:24!17; LUK 17:26!9; LUK 17:30!4; LUK 19:46!5; LUK 1:15!1; LUK 1:32!2; LUK 21:24!13; LUK 22:69!5; LUK 6:35!13; LUK 6:40!10
ἔσται	13B;13D	9.1.1.2;9.1.2.1	Become, change state;Happen	1	LUK 3:5!11
ἔσται	13C	9.1.1.1	Exist	1	LUK 12:55!8
ἔσται	13D	9.1.2.1	Happen	12	LUK 12:20!20; LUK 14:10!22; LUK 1:14!2; LUK 1:33!15; LUK 1:34!8; LUK 1:45!6; LUK 1:66!16; LUK 21:11!18; LUK 21:23!13; LUK 21:7!9; LUK 2:10!15; LUK 4:7!7
ἔσται	85A	8.5.3	Be at a place	4	LUK 12:34!12; LUK 13:28!2; LUK 15:7!9; LUK 17:31!6
ἔστη	17A	7.1.1	Stand	3	LUK 24:36!6; LUK 6:17!5; LUK 6:8!24
ἔστη	68D	7.2.7;7.2.7.1	Not moving;Stop moving	1	LUK 8:44!11
ἔστησαν	17A	7.1.1	Stand	2	LUK 17:12!12; LUK 7:14!9
ἔστησεν	85B	7.3.4.3;7.5.9	Put;Put down	2	LUK 4:9!7; LUK 9:47!12
ἔστιν	13A	8;9.1.1	Be;States	3	LUK 12:6!12; LUK 20:38!4; LUK 6:40!2
ἔστιν	13C	9.1.1.1	Exist	1	LUK 12:24!11
ἔστιν	85A	8.5.3	Be at a place	2	LUK 24:6!2; LUK 9:50!12
ἔσχατα	61	8.4.5.1	Order, sequence	1	LUK 11:26!17
ἔσχατοι	87D	4.5.6.2	Low status	2	LUK 13:30!13; LUK 13:30!4
ἔσχατον	61	8.4.5.1	Order, sequence	1	LUK 12:59!10
ἔσχατον	87D	4.5.6.2	Low status	2	LUK 14:10!8; LUK 14:9!19
ἔσχον	57A	6.8.1	Have wealth	1	LUK 20:33!14
ἔσωθεν	26	3;3.1	Language and thought;Soul, spirit	1	LUK 11:39!21
ἔσωθεν	83C	8.5.1.2.2;8.5.1.4	Between;Inside	1	LUK 11:40!9
ἔσωθεν	84A	7.3.4.7	Extend	1	LUK 11:7!2
ἔσωσεν	21E	4.4.4.4	Save from trouble	1	LUK 23:35!13
ἔσῃ	13A	8;9.1.1	Be;States	3	LUK 14:14!3; LUK 1:20!3; LUK 5:10!27
ἔσῃ	85A	8.5.3	Be at a place	1	LUK 23:43!10
ἔτει	67I	8.4.1	Period of time	1	LUK 3:1!2
ἔτεκεν	23C	2.6.3	Birth	1	LUK 2:7!2
ἔτη	67I	8.4.1	Period of time	7	LUK 12:19!12; LUK 13:11!7; LUK 13:16!14; LUK 13:7!8; LUK 15:29!10; LUK 2:36!18; LUK 4:25!21
ἔτι	59H	8.1.2;8.1.2.2	Add numbers;Count	4	LUK 14:22!10; LUK 14:26!27; LUK 20:36!4; LUK 22:71!5
ἔτι	67F	8.4.6	Aspectual time	9	LUK 14:32!4; LUK 15:20!8; LUK 16:2!20; LUK 1:15!18; LUK 22:60!12; LUK 24:41!1; LUK 24:44!13; LUK 24:6!10; LUK 9:42!1
ἔτιλλον	18A	7.3.4.4	Hold	1	LUK 6:1!10
ἔτος	67I	8.4.1	Period of time	2	LUK 13:8!12; LUK 2:41!7
ἔτυπτε	19A	7.7.1	Hit	1	LUK 18:13!16
ἔφαγεν	23A	5.2.2	Eat	3	LUK 24:43!5; LUK 4:2!9; LUK 6:4!14
ἔφαγον	23A	5.2.2	Eat	1	LUK 9:17!2
ἔφη	33F	3.5.1	Say	7	LUK 15:17!5; LUK 22:58!16; LUK 22:58!7; LUK 22:70!15; LUK 23:3!17; LUK 23:40!7; LUK 7:44!8
ἔφθασεν	13D	9.1.2.1	Happen	1	LUK 11:20!10
ἔφυγον	15D	7.2.3.3;7.3.3.3	Leave;Send	1	LUK 8:34!7
ἔχαιρεν	25K	3.4.1.2	Happy	1	LUK 13:17!14
ἔχε	31A	3.2.5	Opinion	2	LUK 14:18!21; LUK 14:19!14
ἔχει	13A	8;9.1.1	Be;States	2	LUK 20:24!5; LUK 22:37!23
ἔχει	18A	7.3.4.4	Hold	1	LUK 7:33!15
ἔχει	57A	6.8.1	Have wealth	8	LUK 14:28!15; LUK 19:25!5; LUK 19:26!15; LUK 19:31!16; LUK 19:34!9; LUK 24:39!23; LUK 5:24!10; LUK 9:58!22
ἔχει	90M	9.5	Case	1	LUK 17:9!2
ἔχειν	57A	6.8.1	Have wealth	3	LUK 8:18!19; LUK 8:6!13; LUK 9:3!22
ἔχεις	57A	6.8.1	Have wealth	2	LUK 12:19!7; LUK 18:22!13
ἔχετε	31A	3.2.5	Opinion	1	LUK 17:6!6
ἔχθρᾳ	39A	4.1.6	Disunity	1	LUK 23:12!19
ἔχομεν	57A	6.8.1	Have wealth	2	LUK 22:71!6; LUK 3:8!14
ἔχον	90M	9.5	Case	1	LUK 11:36!9
ἔχοντα	57A	6.8.1	Have wealth	2	LUK 12:5!11; LUK 24:39!27
ἔχοντας	57A	6.8.1	Have wealth	1	LUK 9:11!20
ἔχοντες	23I	2.5.1;2.5.2	Disease;Sick	1	LUK 5:31!17
ἔχοντες	57A	6.8.1	Have wealth	1	LUK 18:24!12
ἔχοντι	57A	6.8.1	Have wealth	3	LUK 19:24!16; LUK 19:26!6; LUK 3:11!12
ἔχοντι	90M	9.5	Case	1	LUK 6:8!13
ἔχοντος	57A	6.8.1	Have wealth	1	LUK 19:26!12
ἔχουσα	57A	6.8.1	Have wealth	1	LUK 15:8!5
ἔχουσα	90M	9.5	Case	1	LUK 13:11!5
ἔχουσιν	57A	6.8.1	Have wealth	4	LUK 15:7!22; LUK 5:31!10; LUK 8:13!18; LUK 9:58!9
ἔχουσιν	74	9.4.2.1	Can	1	LUK 14:14!6
ἔχρισέν	37E	4.5.3.4	Appoint, delegate	1	LUK 4:18!7
ἔχω	57A	6.8.1	Have wealth	5	LUK 11:6!11; LUK 12:17!10; LUK 12:50!3; LUK 16:28!1; LUK 7:40!9
ἔχω	90M	9.5	Case	1	LUK 14:18!14
ἔχων	23I	2.5.1;2.5.2	Disease;Sick	1	LUK 7:2!6
ἔχων	57A	6.8.1	Have wealth	11	LUK 14:35!13; LUK 15:4!5; LUK 17:7!6; LUK 19:17!14; LUK 20:28!10; LUK 22:36!16; LUK 22:36!7; LUK 3:11!15; LUK 3:11!6; LUK 7:8!9; LUK 8:8!18
ἔχων	90M	9.5	Case	2	LUK 4:33!7; LUK 8:27!13
ἔχῃ	57A	6.8.1	Have wealth	2	LUK 8:18!15; LUK 8:18!8
ἕκαστον	59C	8.1.5	All	2	LUK 16:5!4; LUK 6:44!1
ἕκαστος	59C	8.1.5	All	2	LUK 13:15!9; LUK 2:3!5
ἕκτη	60C	8.1.1.2	Ordinal numbers	1	LUK 23:44!6
ἕκτος	60C	8.1.1.2	Ordinal numbers	1	LUK 1:36!17
ἕκτῳ	60C	8.1.1.2	Ordinal numbers	1	LUK 1:26!6
ἕλκη	23I	2.5.1;2.5.2	Disease;Sick	1	LUK 16:21!19
ἕν	60B	8.1.1.1	Cardinal numbers	1	LUK 18:22!8
ἕνα	60B	8.1.1.1	Cardinal numbers	1	LUK 16:13!10
ἕνα	92D	9.2;9.2.3	Part of speech;Pronouns	4	LUK 15:19!10; LUK 15:26!3; LUK 16:5!3; LUK 17:2!22
ἕνδεκα	60B	8.1.1.1	Cardinal numbers	2	LUK 24:33!13; LUK 24:9!10
ἕνεκα	90J	9.5	Case	1	LUK 6:22!21
ἕνεκεν	89G	9.6.2.5;9.6.2.5.1;9.6.2.5.2	Cause;Reason;Without cause	2	LUK 18:29!22; LUK 21:12!24
ἕνεκεν	90J	9.5	Case	1	LUK 9:24!18
ἕξ	60B	8.1.1.1	Cardinal numbers	1	LUK 4:25!25
ἕξει	57A	6.8.1	Have wealth	1	LUK 11:5!8
ἕξεις	57A	6.8.1	Have wealth	1	LUK 18:22!19
ἕτερα	58F	8.3.5.2.3	Different	3	LUK 11:26!5; LUK 22:65!2; LUK 3:18!5
ἕτεραι	58F	8.3.5.2.3	Different	1	LUK 8:3!10
ἕτεροι	58F	8.3.5.2.3	Different	2	LUK 11:16!1; LUK 23:32!4
ἕτερον	58F	8.3.5.2.3	Different	7	LUK 16:13!14; LUK 20:11!3; LUK 8:6!2; LUK 8:7!2; LUK 8:8!2; LUK 9:29!12; LUK 9:59!4
ἕτερος	58F	8.3.5.2.3	Different	9	LUK 14:19!2; LUK 14:20!2; LUK 17:34!16; LUK 18:10!13; LUK 19:20!3; LUK 22:58!4; LUK 23:40!4; LUK 7:41!13; LUK 9:61!4
ἕτοιμά	77	6.1.2.6	Prepare	1	LUK 14:17!16
ἕτοιμοι	77	6.1.2.6	Prepare	1	LUK 12:40!4
ἕτοιμός	77	6.1.2.6	Prepare	1	LUK 22:33!8
ἕως	67F	8.4.6	Aspectual time	20	LUK 11:51!4; LUK 12:50!8; LUK 12:59!7; LUK 13:21!12; LUK 13:35!14; LUK 13:8!13; LUK 15:4!26; LUK 15:8!21; LUK 17:8!12; LUK 1:80!13; LUK 20:43!1; LUK 21:32!11; LUK 22:16!9; LUK 22:18!15; LUK 22:34!11; LUK 23:44!14; LUK 24:49!18; LUK 2:37!4; LUK 9:27!15; LUK 9:41!11
ἕως	78E	9.3;9.3.1	Degree;Very	1	LUK 22:51!7
ἕως	84B	7.3.4.7	Extend	7	LUK 10:15!5; LUK 10:15!8; LUK 23:5!19; LUK 24:50!4; LUK 2:15!19; LUK 4:29!11; LUK 4:42!16
Ἐγένετο	13D	9.1.2.1	Happen	10	LUK 11:27!1; LUK 18:35!1; LUK 1:8!1; LUK 22:24!1; LUK 2:1!1; LUK 5:1!1; LUK 6:12!1; LUK 8:22!1; LUK 9:28!1; LUK 9:51!1
Ἐγένετο	13D;91A	9.1.2.1;9.6.3.1	Happen;Markers of transition	1	LUK 9:37!1
Ἐγένετο	91A	9.6.3.1	Markers of transition	4	LUK 1:5!1; LUK 3:21!1; LUK 6:1!1; LUK 6:6!1
Ἐγερθήσεται	55B	4.8.2	Fight	1	LUK 21:10!4
Ἐγώ	92A	9.2;9.2.3	Part of speech;Pronouns	2	LUK 1:19!7; LUK 21:8!15
Ἐγὼ	92A	9.2;9.2.3	Part of speech;Pronouns	1	LUK 3:16!6
Ἐθεώρουν	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 10:18!4
Ἐκ	89L	9.5.1.3	Means	1	LUK 19:22!3
Ἐκδίκησόν	56F	4.7.6	Judge, render a verdict	1	LUK 18:3!13
Ἐκεῖ	83A	8.5.1	Here, there	1	LUK 17:21!6
Ἐκριζώθητι	43	6.2	Agriculture	1	LUK 17:6!16
Ἐλαιῶν	3B;93B	1.5.1;9.7.2	Tree;Name of a place	4	LUK 19:29!14; LUK 19:37!11; LUK 21:37!19; LUK 22:39!11
Ἐλεύσονται	13D	9.1.2.1	Happen	1	LUK 17:22!6
Ἐλιέζερ	93A	9.7.1	Name of a person	1	LUK 3:29!4
Ἐλιακὶμ	93A	9.7.1	Name of a person	1	LUK 3:30!10
Ἐλισάβετ	93A	9.7.1	Name of a person	9	LUK 1:13!19; LUK 1:24!7; LUK 1:36!3; LUK 1:40!10; LUK 1:41!10; LUK 1:41!23; LUK 1:5!27; LUK 1:57!3; LUK 1:7!9
Ἐλισαίου	93A	9.7.1	Name of a person	1	LUK 4:27!9
Ἐλμαδὰμ	93A	9.7.1	Name of a person	1	LUK 3:28!8
Ἐμμαοῦς	93B	9.7.2	Name of a place	1	LUK 24:13!21
Ἐν	67B	8.4.5	Relative time	4	LUK 10:21!1; LUK 13:31!1; LUK 1:26!1; LUK 8:40!1
Ἐν	67G	8.4.5.2.2;8.4.5.2.3	At the same time;During	5	LUK 10:38!1; LUK 11:37!1; LUK 12:1!1; LUK 3:1!1; LUK 8:42!12
