Greek_Word	Ln_Domain	SemDom	SemDom_Name	Total_Unique_References	Refs
τί	92D	9.2;9.2.3	Part of speech;Pronouns	30	LUK 10:25!10; LUK 10:26!9; LUK 12:11!18; LUK 12:11!21; LUK 12:22!15; LUK 12:22!20; LUK 12:26!6; LUK 12:29!5; LUK 12:29!8; LUK 15:26!7; LUK 16:4!2; LUK 17:8!6; LUK 18:18!9; LUK 18:36!6; LUK 18:6!6; LUK 19:15!23; LUK 19:48!5; LUK 1:62!7; LUK 20:15!8; LUK 21:7!11; LUK 23:31!12; LUK 23:34!11; LUK 2:48!13; LUK 3:12!11; LUK 5:23!1; LUK 6:11!9; LUK 6:41!1; LUK 7:25!2; LUK 7:26!2; LUK 9:25!1
τίθησιν	85B	7.3.4.3;7.5.9	Put;Put down	3	LUK 11:33!6; LUK 8:16!11; LUK 8:16!15
τίνα	92D	9.2;9.2.3	Part of speech;Pronouns	3	LUK 11:11!1; LUK 12:5!4; LUK 9:20!6
τίνι	92D	9.2;9.2.3	Part of speech;Pronouns	6	LUK 11:19!13; LUK 12:20!19; LUK 13:18!11; LUK 14:34!12; LUK 6:47!16; LUK 7:31!10
τίνος	92D	9.2;9.2.3	Part of speech;Pronouns	2	LUK 20:24!4; LUK 20:33!7
τίς	92D	9.2;9.2.3	Part of speech;Pronouns	26	LUK 10:22!11; LUK 10:22!20; LUK 10:29!11; LUK 10:36!1; LUK 12:14!6; LUK 12:25!1; LUK 14:28!1; LUK 14:31!2; LUK 15:8!2; LUK 16:11!12; LUK 16:12!11; LUK 18:26!6; LUK 19:3!6; LUK 20:2!14; LUK 22:23!8; LUK 22:24!8; LUK 22:27!1; LUK 22:64!7; LUK 3:7!11; LUK 4:34!13; LUK 5:21!16; LUK 7:39!18; LUK 7:42!7; LUK 8:9!7; LUK 9:46!7; LUK 9:9!8
ταμείοις	7C	6.5.2	Parts of a building	1	LUK 12:3!20
ταμεῖον	7C	6.5.2	Parts of a building	1	LUK 12:24!12
ταπείνωσιν	87D	4.5.6.2	Low status	1	LUK 1:48!5
ταπεινούς	87D	4.5.6.2	Low status	1	LUK 1:52!7
ταπεινωθήσεται	79P;81B;87D	8.3.2;8.3.2.2;8.2.2.2;8.2.6.3;8.2.6.4;8.2.6.5;4.5.6.2	Rough;Texture;Deep, shallow;High;Low;Tall;Low status	1	LUK 3:5!9
ταπεινωθήσεται	87D	4.5.6.2	Low status	2	LUK 14:11!6; LUK 18:14!17
ταπεινῶν	87D	4.5.6.2	Low status	2	LUK 14:11!9; LUK 18:14!20
τασσόμενος	13A	8;9.1.1	Be;States	1	LUK 7:8!8
ταχέως	67E	8.4.2	Take time	2	LUK 14:21!19; LUK 16:6!17
ταύταις	92G	9.2.3.5	Demonstrative pronouns	4	LUK 1:39!7; LUK 23:7!19; LUK 24:18!23; LUK 6:12!6
ταύτας	92G	9.2.3.5	Demonstrative pronouns	1	LUK 1:24!3
ταύτην	92G	9.2.3.5	Demonstrative pronouns	14	LUK 12:41!10; LUK 13:16!1; LUK 13:6!3; LUK 15:3!7; LUK 18:5!9; LUK 18:9!19; LUK 20:19!29; LUK 20:2!21; LUK 20:9!9; LUK 23:48!9; LUK 24:21!19; LUK 4:23!10; LUK 4:6!10; LUK 7:44!10
ταύτης	92G	9.2.3.5	Demonstrative pronouns	6	LUK 11:31!12; LUK 11:32!10; LUK 11:50!16; LUK 11:51!22; LUK 17:25!12; LUK 7:31!8
ταύτῃ	92G	9.2.3.5	Demonstrative pronouns	8	LUK 11:30!17; LUK 12:20!7; LUK 13:32!8; LUK 13:7!17; LUK 16:24!30; LUK 17:34!3; LUK 17:6!15; LUK 19:42!8
ταῖς	92D	9.2;9.2.3	Part of speech;Pronouns	38	LUK 11:43!10; LUK 11:43!16; LUK 13:26!11; LUK 17:26!12; LUK 17:26!5; LUK 17:28!5; LUK 1:18!21; LUK 1:39!5; LUK 1:5!3; LUK 1:6!11; LUK 1:7!15; LUK 1:75!8; LUK 1:80!11; LUK 20:46!14; LUK 20:46!19; LUK 21:14!4; LUK 21:21!19; LUK 21:23!11; LUK 21:23!2; LUK 21:23!7; LUK 23:7!20; LUK 24:18!21; LUK 24:27!14; LUK 2:1!4; LUK 2:47!11; LUK 3:15!9; LUK 4:15!5; LUK 4:2!12; LUK 4:25!10; LUK 4:43!8; LUK 5:16!6; LUK 5:22!15; LUK 5:35!15; LUK 6:1!19; LUK 6:12!4; LUK 7:38!17; LUK 7:44!33; LUK 9:36!18
ταῦτα	92G	9.2.3.5	Demonstrative pronouns	44	LUK 10:1!3; LUK 10:21!23; LUK 11:27!7; LUK 11:42!25; LUK 11:45!9; LUK 12:30!1; LUK 12:31!7; LUK 12:4!16; LUK 13:17!2; LUK 13:2!17; LUK 14:15!6; LUK 14:21!9; LUK 14:6!6; LUK 15:26!10; LUK 16:14!3; LUK 17:8!18; LUK 18:11!6; LUK 18:23!4; LUK 18:4!7; LUK 19:11!4; LUK 19:28!3; LUK 1:19!23; LUK 1:20!13; LUK 1:65!20; LUK 20:2!11; LUK 20:8!13; LUK 21:31!6; LUK 21:36!10; LUK 21:7!16; LUK 21:7!8; LUK 21:9!11; LUK 23:31!7; LUK 23:49!17; LUK 24:10!21; LUK 24:11!9; LUK 24:21!24; LUK 24:26!2; LUK 24:9!7; LUK 2:19!8; LUK 4:28!9; LUK 5:27!3; LUK 7:9!3; LUK 8:8!14; LUK 9:34!1
τε	89Q	9.6.1;9.6.1.1	And, also;Coordinate relations	9	LUK 12:45!25; LUK 14:26!28; LUK 15:2!4; LUK 21:11!12; LUK 21:11!2; LUK 22:66!11; LUK 23:12!5; LUK 24:20!2; LUK 2:16!7
τεθεραπευμέναι	23H	2.5	Healthy	1	LUK 8:2!6
τεθνηκὼς	23G	2.6;2.6.6	Die;Life	1	LUK 7:12!11
τεθραμμένος	35F	2.6.4.2.1	Rear a child	1	LUK 4:16!7
τεθραυσμένους	22C	4.4.2	Trouble	1	LUK 4:18!20
τεκεῖν	23C	2.6.3	Birth	2	LUK 1:57!8; LUK 2:6!12
τελείωσις	13D	9.1.2.1	Happen	1	LUK 1:45!7
τελειοῦμαι	68C	6.1.2.3.5;6.1.3;6.1.3.2	Complete, finish;Difficult, impossible;Succeed	1	LUK 13:32!21
τελειωσάντων	68C	6.1.2.3.5;6.1.3;6.1.3.2	Complete, finish;Difficult, impossible;Succeed	1	LUK 2:43!2
τελεσθήσεται	13D	9.1.2.1	Happen	1	LUK 18:31!13
τελεσθῆναι	13D	9.1.2.1	Happen	1	LUK 22:37!9
τελεσθῇ	13D	9.1.2.1	Happen	1	LUK 12:50!10
τελεσφοροῦσιν	23L	1.5.6	Growth of plants	1	LUK 8:14!24
τελευτᾶν	23G	2.6;2.6.6	Die;Life	1	LUK 7:2!8
τελωνῶν	57N	6.8.8	Tax	3	LUK 5:29!15; LUK 5:30!18; LUK 7:34!17
τελώνην	57N	6.8.8	Tax	1	LUK 5:27!7
τελώνης	57N	6.8.8	Tax	3	LUK 18:10!14; LUK 18:11!28; LUK 18:13!3
τελώνιον	57N	6.8.8	Tax	1	LUK 5:27!13
τελῶναι	57N	6.8.8	Tax	3	LUK 15:1!7; LUK 3:12!4; LUK 7:29!8
τεσσάρων	60B	8.1.1.1	Cardinal numbers	1	LUK 2:37!7
τεσσεράκοντα	67E	8.4.2	Take time	1	LUK 4:2!2
τεταραγμένοι	25U	3.4.2.4.1	Worried	1	LUK 24:38!5
τετραάρχης	37D	4.6;4.6.4	Government;Rule	2	LUK 3:19!5; LUK 9:7!5
τετρααρχοῦντος	37D	4.6;4.6.4	Government;Rule	3	LUK 3:1!15; LUK 3:1!24; LUK 3:1!34
τετραπλοῦν	60F	8.1.1.4	Multiples	1	LUK 19:8!24
τι	92D	9.2;9.2.3	Part of speech;Pronouns	6	LUK 10:35!17; LUK 11:36!11; LUK 11:54!4; LUK 12:4!20; LUK 19:8!21; LUK 23:8!24
τινά	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 10:38!10
τινα	92D	9.2;9.2.3	Part of speech;Pronouns	5	LUK 17:12!5; LUK 21:2!3; LUK 23:26!7; LUK 8:51!9; LUK 9:49!7
τινας	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 18:9!5
τινες	92D	9.2;9.2.3	Part of speech;Pronouns	9	LUK 13:1!3; LUK 13:31!6; LUK 19:39!2; LUK 20:27!3; LUK 20:39!3; LUK 24:22!4; LUK 24:24!3; LUK 8:2!3; LUK 9:27!6
τινι	92D	9.2;9.2.3	Part of speech;Pronouns	2	LUK 18:2!6; LUK 7:41!5
τινος	92D	9.2;9.2.3	Part of speech;Pronouns	5	LUK 14:1!9; LUK 14:8!4; LUK 20:28!7; LUK 22:35!14; LUK 7:2!3
τινων	92D	9.2;9.2.3	Part of speech;Pronouns	3	LUK 21:5!2; LUK 9:7!15; LUK 9:8!2
τινός	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 19:8!20
τινὰ	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 23:19!5
τινὰς	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 7:18!13
τινὲς	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 11:15!1
τινὶ	92D	9.2;9.2.3	Part of speech;Pronouns	2	LUK 11:1!9; LUK 12:15!16
τινὸς	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 12:16!8
τις	92D	9.2;9.2.3	Part of speech;Pronouns	38	LUK 10:25!4; LUK 10:30!7; LUK 10:31!5; LUK 10:33!3; LUK 10:38!13; LUK 11:1!14; LUK 11:27!9; LUK 11:45!3; LUK 12:13!3; LUK 13:23!3; LUK 13:6!8; LUK 14:15!3; LUK 14:16!6; LUK 14:2!4; LUK 14:26!2; LUK 15:11!4; LUK 16:1!8; LUK 16:19!3; LUK 16:20!3; LUK 16:30!9; LUK 16:31!13; LUK 18:18!3; LUK 18:2!3; LUK 18:35!10; LUK 19:12!4; LUK 19:31!3; LUK 1:5!10; LUK 22:50!4; LUK 22:56!5; LUK 22:59!7; LUK 7:36!3; LUK 8:27!9; LUK 8:46!7; LUK 8:49!5; LUK 9:19!15; LUK 9:23!6; LUK 9:57!8; LUK 9:8!11
τοιαῦτα	92G	9.2.3.5	Demonstrative pronouns	1	LUK 9:9!15
τοιούτων	92G	9.2.3.5	Demonstrative pronouns	1	LUK 18:16!19
τοσαύτην	59B	8.1.3;8.1.3.1;8.1.3.2	Few, little;Many, much;Plural	1	LUK 7:9!21
τοσαῦτα	59A	8.1.3;8.1.3.1	Many, much;Plural	1	LUK 15:29!9
τούτοις	92G	9.2.3.5	Demonstrative pronouns	2	LUK 16:26!4; LUK 24:21!17
τούτου	92G	9.2.3.5	Demonstrative pronouns	5	LUK 13:16!21; LUK 22:51!8; LUK 24:4!8; LUK 2:17!13; LUK 9:45!23
τούτους	92G	9.2.3.5	Demonstrative pronouns	5	LUK 19:15!16; LUK 19:27!5; LUK 20:16!6; LUK 9:28!6; LUK 9:44!9
τούτων	92G	9.2.3.5	Demonstrative pronouns	11	LUK 10:36!2; LUK 12:27!23; LUK 12:30!16; LUK 17:2!21; LUK 18:34!4; LUK 21:12!3; LUK 21:28!3; LUK 24:14!10; LUK 24:48!4; LUK 3:8!27; LUK 7:18!9
τούτῳ	92G	9.2.3.5	Demonstrative pronouns	12	LUK 10:20!3; LUK 10:5!12; LUK 14:9!11; LUK 18:30!9; LUK 19:19!4; LUK 19:9!12; LUK 1:61!16; LUK 21:23!24; LUK 23:14!24; LUK 23:4!17; LUK 4:3!14; LUK 7:8!15
τοὺς	92D	9.2;9.2.3	Part of speech;Pronouns	117	LUK 10:11!12; LUK 10:23!4; LUK 10:36!12; LUK 10:39!11; LUK 10:9!3; LUK 11:1!28; LUK 11:43!13; LUK 11:46!11; LUK 11:52!15; LUK 12:1!14; LUK 12:17!13; LUK 12:22!4; LUK 12:24!2; LUK 12:45!19; LUK 13:2!13; LUK 13:28!19; LUK 13:34!5; LUK 13:34!9; LUK 13:4!23; LUK 13:4!25; LUK 14:12!14; LUK 14:12!18; LUK 14:12!22; LUK 14:21!28; LUK 14:26!22; LUK 14:3!7; LUK 14:7!4; LUK 15:15!14; LUK 15:22!27; LUK 15:22!6; LUK 15:5!5; LUK 15:6!10; LUK 15:6!7; LUK 16:1!5; LUK 16:23!6; LUK 16:29!7; LUK 16:4!13; LUK 16:8!20; LUK 17:1!4; LUK 17:16!6; LUK 17:22!4; LUK 18:13!9; LUK 18:31!3; LUK 18:9!15; LUK 18:9!6; LUK 19:15!14; LUK 19:27!2; LUK 19:27!6; LUK 19:45!8; LUK 1:33!8; LUK 1:55!4; LUK 1:65!6; LUK 1:79!11; LUK 20:10!5; LUK 20:16!4; LUK 20:43!4; LUK 21:1!4; LUK 21:35!7; LUK 22:32!17; LUK 22:45!8; LUK 22:52!5; LUK 23:13!4; LUK 23:13!7; LUK 23:33!14; LUK 23:4!6; LUK 23:4!9; LUK 24:10!19; LUK 24:33!12; LUK 24:33!15; LUK 24:39!6; LUK 24:40!9; LUK 2:27!13; LUK 5:22!5; LUK 5:3!23; LUK 5:30!10; LUK 5:34!8; LUK 5:37!17; LUK 5:9!7; LUK 6:1!16; LUK 6:13!6; LUK 6:20!4; LUK 6:20!8; LUK 6:27!7; LUK 6:28!2; LUK 6:32!15; LUK 6:32!4; LUK 6:33!4; LUK 6:35!27; LUK 6:35!3; LUK 6:4!27; LUK 6:4!9; LUK 6:8!4; LUK 7:24!9; LUK 7:31!4; LUK 7:38!13; LUK 7:38!25; LUK 7:38!5; LUK 7:44!30; LUK 7:45!14; LUK 7:46!11; LUK 8:33!10; LUK 8:34!15; LUK 8:35!25; LUK 8:41!17; LUK 9:1!3; LUK 9:11!18; LUK 9:14!9; LUK 9:16!3; LUK 9:16!7; LUK 9:26!7; LUK 9:28!4; LUK 9:32!18; LUK 9:32!21; LUK 9:43!18; LUK 9:44!7; LUK 9:60!5; LUK 9:60!8
τοῖς	92D	9.2;9.2.3	Part of speech;Pronouns	71	LUK 10:20!19; LUK 11:13!10; LUK 11:13!23; LUK 11:30!5; LUK 11:42!4; LUK 11:43!3; LUK 11:46!23; LUK 11:46!6; LUK 11:48!6; LUK 11:52!3; LUK 12:3!19; LUK 12:33!16; LUK 12:4!4; LUK 12:44!7; LUK 12:54!4; LUK 13:10!9; LUK 13:17!17; LUK 13:17!19; LUK 13:19!25; LUK 14:17!11; LUK 14:33!10; LUK 16:23!19; LUK 17:14!8; LUK 18:32!3; LUK 19:24!2; LUK 19:39!13; LUK 19:8!15; LUK 1:20!18; LUK 1:45!8; LUK 1:50!9; LUK 1:79!2; LUK 20:1!23; LUK 20:45!7; LUK 20:46!24; LUK 22:28!9; LUK 22:4!4; LUK 23:11!8; LUK 23:30!10; LUK 23:30!4; LUK 24:9!13; LUK 24:9!9; LUK 2:33!11; LUK 2:38!14; LUK 2:44!15; LUK 2:44!18; LUK 2:49!13; LUK 3:14!20; LUK 3:7!3; LUK 4:21!13; LUK 4:22!12; LUK 4:22!8; LUK 4:31!13; LUK 4:36!21; LUK 5:7!3; LUK 5:8!6; LUK 6:2!11; LUK 6:23!22; LUK 6:24!4; LUK 6:26!14; LUK 6:27!12; LUK 6:27!4; LUK 6:4!17; LUK 7:25!19; LUK 7:32!4; LUK 7:38!9; LUK 7:44!26; LUK 8:10!13; LUK 8:25!20; LUK 8:27!28; LUK 9:16!20; LUK 9:61!13
τοῦ	92D	9.2;9.2.3	Part of speech;Pronouns	377	LUK 10:11!23; LUK 10:15!9; LUK 10:18!10; LUK 10:19!17; LUK 10:19!6; LUK 10:2!15; LUK 10:2!17; LUK 10:21!16; LUK 10:22!5; LUK 10:36!9; LUK 10:39!13; LUK 10:7!17; LUK 10:9!15; LUK 11:14!8; LUK 11:20!15; LUK 11:24!7; LUK 11:26!18; LUK 11:27!13; LUK 11:28!10; LUK 11:30!13; LUK 11:34!3; LUK 11:38!11; LUK 11:39!13; LUK 11:39!16; LUK 11:42!23; LUK 11:49!6; LUK 11:51!10; LUK 11:51!13; LUK 11:51!7; LUK 11:54!6; LUK 12:1!6; LUK 12:10!9; LUK 12:13!5; LUK 12:23!11; LUK 12:30!6; LUK 12:40!12; LUK 12:42!21; LUK 12:46!4; LUK 12:47!9; LUK 12:52!4; LUK 12:56!7; LUK 12:58!5; LUK 12:6!15; LUK 12:8!16; LUK 12:8!24; LUK 12:9!12; LUK 13:14!32; LUK 13:16!19; LUK 13:16!24; LUK 13:18!8; LUK 13:19!21; LUK 13:20!8; LUK 13:28!24; LUK 13:29!17; LUK 14:15!16; LUK 14:17!8; LUK 14:24!13; LUK 14:5!20; LUK 15:10!9; LUK 15:17!8; LUK 16:13!20; LUK 16:15!26; LUK 16:16!12; LUK 16:17!11; LUK 16:21!10; LUK 16:24!16; LUK 16:27!13; LUK 16:5!7; LUK 16:8!15; LUK 16:8!22; LUK 16:9!9; LUK 17:1!9; LUK 17:20!10; LUK 17:20!20; LUK 17:21!11; LUK 17:22!13; LUK 17:22!15; LUK 17:24!20; LUK 17:26!14; LUK 17:26!16; LUK 17:30!9; LUK 17:31!8; LUK 17:7!13; LUK 18:12!3; LUK 18:16!23; LUK 18:17!10; LUK 18:24!16; LUK 18:25!14; LUK 18:29!25; LUK 18:3!16; LUK 18:31!22; LUK 18:8!13; LUK 19:10!5; LUK 19:11!22; LUK 19:22!4; LUK 19:26!10; LUK 19:3!12; LUK 19:37!8; LUK 19:39!6; LUK 19:47!22; LUK 1:10!12; LUK 1:10!6; LUK 1:11!11; LUK 1:11!9; LUK 1:19!13; LUK 1:2!11; LUK 1:26!12; LUK 1:32!17; LUK 1:37!5; LUK 1:43!9; LUK 1:44!7; LUK 1:48!12; LUK 1:57!7; LUK 1:59!18; LUK 1:6!15; LUK 1:6!6; LUK 1:68!5; LUK 1:73!9; LUK 1:77!1; LUK 1:79!9; LUK 1:8!14; LUK 1:9!13; LUK 1:9!7; LUK 20:10!10; LUK 20:10!12; LUK 20:13!5; LUK 20:15!14; LUK 20:15!5; LUK 20:20!21; LUK 20:21!21; LUK 20:25!13; LUK 20:26!8; LUK 20:34!8; LUK 20:35!4; LUK 20:45!4; LUK 21:12!25; LUK 21:22!6; LUK 21:27!6; LUK 21:31!14; LUK 21:36!18; LUK 21:36!20; LUK 21:4!15; LUK 21:4!5; LUK 21:5!5; LUK 22:15!14; LUK 22:16!15; LUK 22:18!11; LUK 22:18!19; LUK 22:18!8; LUK 22:21!5; LUK 22:22!5; LUK 22:3!11; LUK 22:30!21; LUK 22:31!8; LUK 22:40!4; LUK 22:48!9; LUK 22:50!7; LUK 22:51!11; LUK 22:52!12; LUK 22:53!25; LUK 22:54!10; LUK 22:6!6; LUK 22:61!12; LUK 22:61!14; LUK 22:66!8; LUK 22:69!15; LUK 22:69!2; LUK 22:69!8; LUK 22:70!9; LUK 22:71!13; LUK 23:26!18; LUK 23:27!6; LUK 23:35!21; LUK 23:45!1; LUK 23:45!8; LUK 23:51!20; LUK 23:52!8; LUK 24:16!6; LUK 24:19!12; LUK 24:19!24; LUK 24:19!28; LUK 24:2!7; LUK 24:25!12; LUK 24:29!19; LUK 24:35!15; LUK 24:45!6; LUK 24:49!7; LUK 24:7!4; LUK 24:9!4; LUK 2:17!11; LUK 2:17!5; LUK 2:17!7; LUK 2:21!18; LUK 2:21!21; LUK 2:21!6; LUK 2:22!6; LUK 2:24!2; LUK 2:25!19; LUK 2:26!6; LUK 2:26!8; LUK 2:27!18; LUK 2:27!24; LUK 2:37!11; LUK 2:41!12; LUK 2:49!14; LUK 2:6!11; LUK 3:1!21; LUK 3:15!13; LUK 3:15!3; LUK 3:19!13; LUK 3:23!14; LUK 3:24!1; LUK 3:24!3; LUK 3:24!5; LUK 3:24!7; LUK 3:24!9; LUK 3:25!1; LUK 3:25!3; LUK 3:25!5; LUK 3:25!7; LUK 3:25!9; LUK 3:26!1; LUK 3:26!3; LUK 3:26!5; LUK 3:26!7; LUK 3:26!9; LUK 3:27!1; LUK 3:27!3; LUK 3:27!5; LUK 3:27!7; LUK 3:27!9; LUK 3:28!1; LUK 3:28!3; LUK 3:28!5; LUK 3:28!7; LUK 3:28!9; LUK 3:29!1; LUK 3:29!3; LUK 3:29!5; LUK 3:29!7; LUK 3:29!9; LUK 3:3!6; LUK 3:30!1; LUK 3:30!3; LUK 3:30!5; LUK 3:30!7; LUK 3:30!9; LUK 3:31!1; LUK 3:31!3; LUK 3:31!5; LUK 3:31!7; LUK 3:31!9; LUK 3:32!1; LUK 3:32!3; LUK 3:32!5; LUK 3:32!7; LUK 3:32!9; LUK 3:33!1; LUK 3:33!11; LUK 3:33!3; LUK 3:33!5; LUK 3:33!7; LUK 3:33!9; LUK 3:34!1; LUK 3:34!3; LUK 3:34!5; LUK 3:34!7; LUK 3:34!9; LUK 3:35!1; LUK 3:35!3; LUK 3:35!5; LUK 3:35!7; LUK 3:35!9; LUK 3:36!1; LUK 3:36!3; LUK 3:36!5; LUK 3:36!7; LUK 3:36!9; LUK 3:37!1; LUK 3:37!3; LUK 3:37!5; LUK 3:37!7; LUK 3:37!9; LUK 3:38!1; LUK 3:38!3; LUK 3:38!5; LUK 3:38!7; LUK 3:4!7; LUK 3:6!7; LUK 4:1!8; LUK 4:10!10; LUK 4:14!8; LUK 4:17!5; LUK 4:2!5; LUK 4:22!15; LUK 4:27!10; LUK 4:29!13; LUK 4:3!9; LUK 4:34!17; LUK 4:38!13; LUK 4:40!3; LUK 4:41!15; LUK 4:42!21; LUK 4:43!16; LUK 4:9!11; LUK 4:9!19; LUK 5:1!13; LUK 5:10!24; LUK 5:14!16; LUK 5:19!26; LUK 5:24!7; LUK 5:3!20; LUK 5:34!10; LUK 5:36!34; LUK 5:7!9; LUK 6:12!19; LUK 6:17!17; LUK 6:20!20; LUK 6:22!22; LUK 6:22!24; LUK 6:29!13; LUK 6:30!7; LUK 6:4!6; LUK 6:41!10; LUK 6:42!32; LUK 6:42!44; LUK 6:44!5; LUK 6:45!18; LUK 6:45!5; LUK 6:5!10; LUK 6:5!6; LUK 7:1!10; LUK 7:28!16; LUK 7:3!4; LUK 7:30!9; LUK 7:34!4; LUK 7:36!16; LUK 7:37!17; LUK 8:1!18; LUK 8:10!11; LUK 8:11!11; LUK 8:14!18; LUK 8:21!17; LUK 8:24!18; LUK 8:28!18; LUK 8:28!20; LUK 8:29!28; LUK 8:29!9; LUK 8:33!17; LUK 8:33!6; LUK 8:35!27; LUK 8:44!14; LUK 8:44!4; LUK 8:44!6; LUK 8:47!21; LUK 8:49!7; LUK 8:5!25; LUK 8:5!4; LUK 9:11!15; LUK 9:2!7; LUK 9:20!16; LUK 9:22!6; LUK 9:26!13; LUK 9:26!23; LUK 9:27!20; LUK 9:29!9; LUK 9:37!9; LUK 9:38!5; LUK 9:43!7; LUK 9:44!13; LUK 9:45!21; LUK 9:51!16; LUK 9:54!15; LUK 9:58!13; LUK 9:58!19; LUK 9:60!17; LUK 9:62!20
τοῦτο	92G	9.2.3.5	Demonstrative pronouns	30	LUK 10:11!17; LUK 10:28!6; LUK 13:8!10; LUK 16:2!7; LUK 18:34!10; LUK 18:36!8; LUK 1:18!10; LUK 1:34!9; LUK 1:43!4; LUK 1:66!15; LUK 20:17!11; LUK 22:15!7; LUK 22:17!7; LUK 22:19!19; LUK 22:23!14; LUK 22:37!5; LUK 22:42!6; LUK 23:46!16; LUK 24:40!2; LUK 2:12!2; LUK 2:15!25; LUK 3:20!3; LUK 4:43!20; LUK 5:6!2; LUK 6:3!9; LUK 7:4!16; LUK 7:8!29; LUK 9:21!8; LUK 9:45!6; LUK 9:48!7
τοῦτον	92G	9.2.3.5	Demonstrative pronouns	10	LUK 12:5!20; LUK 12:56!14; LUK 16:28!16; LUK 19:14!15; LUK 20:12!8; LUK 20:13!16; LUK 23:14!8; LUK 23:18!6; LUK 9:13!31; LUK 9:26!10
τράπεζαν	57Q	6.8.5;6.8.5.3	Borrow;Owe	1	LUK 19:23!10
τράχηλον	8B	2.1	Body	2	LUK 15:20!25; LUK 17:2!9
τρέμουσα	16	7.2;7.2.2.8;7.3.1.3;7.3.4.7;7.3.5	Extend;Move;Move back and forth;Shake;Turn something	1	LUK 8:47!8
τρέφει	23A	5.2.2	Eat	1	LUK 12:24!18
τρήματος	6W	6.7	Tool	1	LUK 18:25!6
τρία	60B	8.1.1.1	Cardinal numbers	3	LUK 13:21!11; LUK 13:7!7; LUK 4:25!22
τρίβους	1P	6.5.4;6.5.4.1	Infrastructure;Road	1	LUK 3:4!21
τρίς	60E	8.1.1.3	Number of times	2	LUK 22:34!12; LUK 22:61!26
τρίτην	60C	8.1.1.2	Ordinal numbers	1	LUK 24:21!18
τρίτον	60C	8.1.1.2	Ordinal numbers	2	LUK 20:12!3; LUK 23:22!3
τρίτος	60C	8.1.1.2	Ordinal numbers	1	LUK 20:31!3
τρίτῃ	60C	8.1.1.2	Ordinal numbers	6	LUK 12:38!8; LUK 13:32!20; LUK 18:33!9; LUK 24:46!15; LUK 24:7!17; LUK 9:22!23
τρίχες	8B	2.1	Body	1	LUK 12:7!4
τραπέζης	6O	5.1;5.1.1	Furniture;Household equipment	3	LUK 16:21!9; LUK 22:21!12; LUK 22:30!7
τραυματίσαντες	20B	2.5.3;7.9;7.9.1	Break, wear out;Damage;Injure	1	LUK 20:12!9
τραχεῖαι	79P	8.3.2;8.3.2.2	Rough;Texture	1	LUK 3:5!18
τραύματα	20B	2.5.3;7.9;7.9.1	Break, wear out;Damage;Injure	1	LUK 10:34!5
τρεῖς	60B	8.1.1.1	Cardinal numbers	5	LUK 11:5!21; LUK 12:52!11; LUK 1:56!8; LUK 2:46!5; LUK 9:33!24
τριάκοντα	60B	8.1.1.1	Cardinal numbers	1	LUK 3:23!8
τρισίν	60B	8.1.1.1	Cardinal numbers	1	LUK 12:52!17
τριῶν	60B	8.1.1.1	Cardinal numbers	1	LUK 10:36!4
τροφῆς	5A	5.2	Food	1	LUK 12:23!7
τρυγόνων	4B	1.6.1.2	Bird	1	LUK 2:24!13
τρυγῶσιν	43	6.2	Agriculture	1	LUK 6:44!19
τρυφῇ	88G'	4.3.6.1	Lack self-control	1	LUK 7:25!16
τρόπον	89N	9.5.1.4	Way, manner	1	LUK 13:34!20
τυφλούς	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 14:13!9
τυφλοὶ	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 7:22!12
τυφλοὺς	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 14:21!33
τυφλοῖς	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	2	LUK 4:18!17; LUK 7:21!15
τυφλός	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 18:35!9
τυφλὸν	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 6:39!9
τυφλὸς	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 6:39!8
τυχεῖν	90M	9.5	Case	1	LUK 20:35!7
τό	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 22:37!12
τόκῳ	57Q	6.8.5;6.8.5.3	Borrow;Owe	1	LUK 19:23!14
τόπον	33B	3.5.3.1	Word	1	LUK 4:17!14
τόπον	80A	8.5.4;8.5.4.1	Area;Vicinity	10	LUK 10:1!24; LUK 10:32!7; LUK 14:10!9; LUK 14:9!12; LUK 14:9!20; LUK 16:28!15; LUK 19:5!6; LUK 23:33!6; LUK 4:37!8; LUK 4:42!8
τόπος	80A	8.5.4;8.5.4.1	Area;Vicinity	2	LUK 14:22!11; LUK 2:7!20
