Greek_Word	Meaning	Is_Key_Term	Ln_Domain	SemDom	SemDom_Name	Total_Unique_References	Refs
ἔσται	unknown	no	13D	9.1.2.1	Happen	12	LUK 12:20!20; LUK 14:10!22; LUK 1:14!2; LUK 1:33!15; LUK 1:34!8; LUK 1:45!6; LUK 1:66!16; LUK 21:11!18; LUK 21:23!13; LUK 21:7!9; LUK 2:10!15; LUK 4:7!7
ἔσται	unknown	no	85A	8.5.3	Be at a place	4	LUK 12:34!12; LUK 13:28!2; LUK 15:7!9; LUK 17:31!6
ἔστη	unknown	no	17A	7.1.1	Stand	3	LUK 24:36!6; LUK 6:17!5; LUK 6:8!24
ἔστη	unknown	no	68D	7.2.7;7.2.7.1	Not moving;Stop moving	1	LUK 8:44!11
ἔστησαν	unknown	no	17A	7.1.1	Stand	2	LUK 17:12!12; LUK 7:14!9
ἔστησεν	unknown	no	85B	7.3.4.3;7.5.9	Put;Put down	2	LUK 4:9!7; LUK 9:47!12
ἔστιν	unknown	no	13A	8;9.1.1	Be;States	3	LUK 12:6!12; LUK 20:38!4; LUK 6:40!2
ἔστιν	unknown	no	13C	9.1.1.1	Exist	1	LUK 12:24!11
ἔστιν	unknown	no	85A	8.5.3	Be at a place	2	LUK 24:6!2; LUK 9:50!12
ἔσχατα	unknown	no	61	8.4.5.1	Order, sequence	1	LUK 11:26!17
ἔσχατοι	unknown	no	87D	4.5.6.2	Low status	2	LUK 13:30!13; LUK 13:30!4
ἔσχατον	unknown	no	61	8.4.5.1	Order, sequence	1	LUK 12:59!10
ἔσχατον	unknown	no	87D	4.5.6.2	Low status	2	LUK 14:10!8; LUK 14:9!19
ἔσχον	unknown	no	57A	6.8.1	Have wealth	1	LUK 20:33!14
ἔσωθεν	unknown	no	26	3;3.1	Language and thought;Soul, spirit	1	LUK 11:39!21
ἔσωθεν	unknown	no	83C	8.5.1.2.2;8.5.1.4	Between;Inside	1	LUK 11:40!9
ἔσωθεν	unknown	no	84A	7.3.4.7	Extend	1	LUK 11:7!2
ἔσωσεν	unknown	no	21E	4.4.4.4	Save from trouble	1	LUK 23:35!13
ἔσῃ	unknown	no	13A	8;9.1.1	Be;States	3	LUK 14:14!3; LUK 1:20!3; LUK 5:10!27
ἔσῃ	unknown	no	85A	8.5.3	Be at a place	1	LUK 23:43!10
ἔτει	unknown	no	67I	8.4.1	Period of time	1	LUK 3:1!2
ἔτεκεν	unknown	no	23C	2.6.3	Birth	1	LUK 2:7!2
ἔτη	unknown	no	67I	8.4.1	Period of time	7	LUK 12:19!12; LUK 13:11!7; LUK 13:16!14; LUK 13:7!8; LUK 15:29!10; LUK 2:36!18; LUK 4:25!21
ἔτι	unknown	no	59H	8.1.2;8.1.2.2	Add numbers;Count	4	LUK 14:22!10; LUK 14:26!27; LUK 20:36!4; LUK 22:71!5
ἔτι	unknown	no	67F	8.4.6	Aspectual time	9	LUK 14:32!4; LUK 15:20!8; LUK 16:2!20; LUK 1:15!18; LUK 22:60!12; LUK 24:41!1; LUK 24:44!13; LUK 24:6!10; LUK 9:42!1
ἔτιλλον	unknown	no	18A	7.3.4.4	Hold	1	LUK 6:1!10
ἔτος	unknown	no	67I	8.4.1	Period of time	2	LUK 13:8!12; LUK 2:41!7
ἔτυπτε	unknown	no	19A	7.7.1	Hit	1	LUK 18:13!16
ἔφαγεν	unknown	no	23A	5.2.2	Eat	3	LUK 24:43!5; LUK 4:2!9; LUK 6:4!14
ἔφαγον	unknown	no	23A	5.2.2	Eat	1	LUK 9:17!2
ἔφη	unknown	no	33F	3.5.1	Say	7	LUK 15:17!5; LUK 22:58!16; LUK 22:58!7; LUK 22:70!15; LUK 23:3!17; LUK 23:40!7; LUK 7:44!8
ἔφθασεν	unknown	no	13D	9.1.2.1	Happen	1	LUK 11:20!10
ἔφυγον	unknown	no	15D	7.2.3.3;7.3.3.3	Leave;Send	1	LUK 8:34!7
ἔχαιρεν	unknown	no	25K	3.4.1.2	Happy	1	LUK 13:17!14
ἔχε	unknown	no	31A	3.2.5	Opinion	2	LUK 14:18!21; LUK 14:19!14
ἔχει	unknown	no	13A	8;9.1.1	Be;States	2	LUK 20:24!5; LUK 22:37!23
ἔχει	unknown	no	18A	7.3.4.4	Hold	1	LUK 7:33!15
ἔχει	unknown	no	57A	6.8.1	Have wealth	8	LUK 14:28!15; LUK 19:25!5; LUK 19:26!15; LUK 19:31!16; LUK 19:34!9; LUK 24:39!23; LUK 5:24!10; LUK 9:58!22
ἔχει	unknown	no	90M	9.5	Case	1	LUK 17:9!2
ἔχειν	unknown	no	57A	6.8.1	Have wealth	3	LUK 8:18!19; LUK 8:6!13; LUK 9:3!22
ἔχεις	unknown	no	57A	6.8.1	Have wealth	2	LUK 12:19!7; LUK 18:22!13
ἔχετε	unknown	no	31A	3.2.5	Opinion	1	LUK 17:6!6
ἔχθρᾳ	unknown	no	39A	4.1.6	Disunity	1	LUK 23:12!19
ἔχομεν	unknown	no	57A	6.8.1	Have wealth	2	LUK 22:71!6; LUK 3:8!14
ἔχον	unknown	no	90M	9.5	Case	1	LUK 11:36!9
ἔχοντα	unknown	no	57A	6.8.1	Have wealth	2	LUK 12:5!11; LUK 24:39!27
ἔχοντας	unknown	no	57A	6.8.1	Have wealth	1	LUK 9:11!20
ἔχοντες	unknown	no	23I	2.5.1;2.5.2	Disease;Sick	1	LUK 5:31!17
ἔχοντες	unknown	no	57A	6.8.1	Have wealth	1	LUK 18:24!12
ἔχοντι	unknown	no	57A	6.8.1	Have wealth	3	LUK 19:24!16; LUK 19:26!6; LUK 3:11!12
ἔχοντι	unknown	no	90M	9.5	Case	1	LUK 6:8!13
ἔχοντος	unknown	no	57A	6.8.1	Have wealth	1	LUK 19:26!12
ἔχουσα	unknown	no	57A	6.8.1	Have wealth	1	LUK 15:8!5
ἔχουσα	unknown	no	90M	9.5	Case	1	LUK 13:11!5
ἔχουσιν	unknown	no	57A	6.8.1	Have wealth	4	LUK 15:7!22; LUK 5:31!10; LUK 8:13!18; LUK 9:58!9
ἔχουσιν	unknown	no	74	9.4.2.1	Can	1	LUK 14:14!6
ἔχρισέν	unknown	no	37E	4.5.3.4	Appoint, delegate	1	LUK 4:18!7
ἔχω	unknown	no	57A	6.8.1	Have wealth	5	LUK 11:6!11; LUK 12:17!10; LUK 12:50!3; LUK 16:28!1; LUK 7:40!9
ἔχω	unknown	no	90M	9.5	Case	1	LUK 14:18!14
ἔχων	unknown	no	23I	2.5.1;2.5.2	Disease;Sick	1	LUK 7:2!6
ἔχων	unknown	no	57A	6.8.1	Have wealth	11	LUK 14:35!13; LUK 15:4!5; LUK 17:7!6; LUK 19:17!14; LUK 20:28!10; LUK 22:36!16; LUK 22:36!7; LUK 3:11!15; LUK 3:11!6; LUK 7:8!9; LUK 8:8!18
ἔχων	unknown	no	90M	9.5	Case	2	LUK 4:33!7; LUK 8:27!13
ἔχῃ	unknown	no	57A	6.8.1	Have wealth	2	LUK 8:18!15; LUK 8:18!8
ἕκαστον	unknown	no	59C	8.1.5	All	2	LUK 16:5!4; LUK 6:44!1
ἕκαστος	unknown	no	59C	8.1.5	All	2	LUK 13:15!9; LUK 2:3!5
ἕκτη	unknown	no	60C	8.1.1.2	Ordinal numbers	1	LUK 23:44!6
ἕκτος	unknown	no	60C	8.1.1.2	Ordinal numbers	1	LUK 1:36!17
ἕκτῳ	unknown	no	60C	8.1.1.2	Ordinal numbers	1	LUK 1:26!6
ἕλκη	unknown	no	23I	2.5.1;2.5.2	Disease;Sick	1	LUK 16:21!19
ἕν	unknown	no	60B	8.1.1.1	Cardinal numbers	1	LUK 18:22!8
ἕνα	unknown	no	60B	8.1.1.1	Cardinal numbers	1	LUK 16:13!10
ἕνα	unknown	no	92D	9.2;9.2.3	Part of speech;Pronouns	4	LUK 15:19!10; LUK 15:26!3; LUK 16:5!3; LUK 17:2!22
ἕνδεκα	unknown	no	60B	8.1.1.1	Cardinal numbers	2	LUK 24:33!13; LUK 24:9!10
ἕνεκα	unknown	no	90J	9.5	Case	1	LUK 6:22!21
ἕνεκεν	unknown	no	89G	9.6.2.5;9.6.2.5.1;9.6.2.5.2	Cause;Reason;Without cause	2	LUK 18:29!22; LUK 21:12!24
ἕνεκεν	unknown	no	90J	9.5	Case	1	LUK 9:24!18
ἕξ	unknown	no	60B	8.1.1.1	Cardinal numbers	1	LUK 4:25!25
ἕξει	unknown	no	57A	6.8.1	Have wealth	1	LUK 11:5!8
ἕξεις	unknown	no	57A	6.8.1	Have wealth	1	LUK 18:22!19
ἕτερα	unknown	no	58F	8.3.5.2.3	Different	3	LUK 11:26!5; LUK 22:65!2; LUK 3:18!5
ἕτεραι	unknown	no	58F	8.3.5.2.3	Different	1	LUK 8:3!10
ἕτεροι	unknown	no	58F	8.3.5.2.3	Different	2	LUK 11:16!1; LUK 23:32!4
ἕτερον	unknown	no	58F	8.3.5.2.3	Different	7	LUK 16:13!14; LUK 20:11!3; LUK 8:6!2; LUK 8:7!2; LUK 8:8!2; LUK 9:29!12; LUK 9:59!4
ἕτερος	unknown	no	58F	8.3.5.2.3	Different	9	LUK 14:19!2; LUK 14:20!2; LUK 17:34!16; LUK 18:10!13; LUK 19:20!3; LUK 22:58!4; LUK 23:40!4; LUK 7:41!13; LUK 9:61!4
ἕτοιμά	unknown	no	77	6.1.2.6	Prepare	1	LUK 14:17!16
ἕτοιμοι	unknown	no	77	6.1.2.6	Prepare	1	LUK 12:40!4
ἕτοιμός	unknown	no	77	6.1.2.6	Prepare	1	LUK 22:33!8
ἕως	unknown	no	67F	8.4.6	Aspectual time	20	LUK 11:51!4; LUK 12:50!8; LUK 12:59!7; LUK 13:21!12; LUK 13:35!14; LUK 13:8!13; LUK 15:4!26; LUK 15:8!21; LUK 17:8!12; LUK 1:80!13; LUK 20:43!1; LUK 21:32!11; LUK 22:16!9; LUK 22:18!15; LUK 22:34!11; LUK 23:44!14; LUK 24:49!18; LUK 2:37!4; LUK 9:27!15; LUK 9:41!11
ἕως	unknown	no	78E	9.3;9.3.1	Degree;Very	1	LUK 22:51!7
ἕως	unknown	no	84B	7.3.4.7	Extend	7	LUK 10:15!5; LUK 10:15!8; LUK 23:5!19; LUK 24:50!4; LUK 2:15!19; LUK 4:29!11; LUK 4:42!16
Ἐγένετο	unknown	no	13D	9.1.2.1	Happen	10	LUK 11:27!1; LUK 18:35!1; LUK 1:8!1; LUK 22:24!1; LUK 2:1!1; LUK 5:1!1; LUK 6:12!1; LUK 8:22!1; LUK 9:28!1; LUK 9:51!1
Ἐγένετο	unknown	no	13D;91A	9.1.2.1;9.6.3.1	Happen;Markers of transition	1	LUK 9:37!1
Ἐγένετο	unknown	no	91A	9.6.3.1	Markers of transition	4	LUK 1:5!1; LUK 3:21!1; LUK 6:1!1; LUK 6:6!1
Ἐγερθήσεται	unknown	no	55B	4.8.2	Fight	1	LUK 21:10!4
Ἐγώ	unknown	no	92A	9.2;9.2.3	Part of speech;Pronouns	2	LUK 1:19!7; LUK 21:8!15
Ἐγὼ	unknown	no	92A	9.2;9.2.3	Part of speech;Pronouns	1	LUK 3:16!6
Ἐθεώρουν	unknown	no	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 10:18!4
Ἐκ	unknown	no	89L	9.5.1.3	Means	1	LUK 19:22!3
Ἐκδίκησόν	unknown	no	56F	4.7.6	Judge, render a verdict	1	LUK 18:3!13
Ἐκεῖ	unknown	no	83A	8.5.1	Here, there	1	LUK 17:21!6
Ἐκριζώθητι	unknown	no	43	6.2	Agriculture	1	LUK 17:6!16
Ἐλαιῶν	unknown	no	3B;93B	1.5.1;9.7.2	Tree;Name of a place	4	LUK 19:29!14; LUK 19:37!11; LUK 21:37!19; LUK 22:39!11
Ἐλεύσονται	unknown	no	13D	9.1.2.1	Happen	1	LUK 17:22!6
Ἐλιέζερ	Eliezer	yes	93A	9.7.1	Name of a person	1	LUK 3:29!4
Ἐλιακὶμ	Eliakim	yes	93A	9.7.1	Name of a person	1	LUK 3:30!10
Ἐλισάβετ	Elizabeth	yes	93A	9.7.1	Name of a person	9	LUK 1:13!19; LUK 1:24!7; LUK 1:36!3; LUK 1:40!10; LUK 1:41!10; LUK 1:41!23; LUK 1:5!27; LUK 1:57!3; LUK 1:7!9
Ἐλισαίου	unknown	no	93A	9.7.1	Name of a person	1	LUK 4:27!9
Ἐλμαδὰμ	Elmadam	yes	93A	9.7.1	Name of a person	1	LUK 3:28!8
Ἐμμαοῦς	Emmaus	yes	93B	9.7.2	Name of a place	1	LUK 24:13!21
Ἐν	unknown	no	67B	8.4.5	Relative time	4	LUK 10:21!1; LUK 13:31!1; LUK 1:26!1; LUK 8:40!1
Ἐν	unknown	no	67G	8.4.5.2.2;8.4.5.2.3	At the same time;During	5	LUK 10:38!1; LUK 11:37!1; LUK 12:1!1; LUK 3:1!1; LUK 8:42!12
Ἐν	unknown	no	83C	8.5.1.2.2;8.5.1.4	Between;Inside	1	LUK 10:26!6
Ἐν	unknown	no	90A	9.5	Case	1	LUK 11:15!6
Ἐνὼς	Enos	yes	93A	9.7.1	Name of a person	1	LUK 3:38!2
Ἐξ	unknown	no	90C	9.5	Case	2	LUK 20:5!10; LUK 20:6!4
Ἐξήγαγεν	unknown	no	15W	7.3.3	Take somewhere	1	LUK 24:50!1
Ἐξομολογοῦμαί	unknown	no	33J'	3.5.1.7.1	Thank	1	LUK 10:21!12
Ἐξῆλθεν	unknown	no	15D	7.2.3.3;7.3.3.3	Leave;Send	1	LUK 8:5!1
Ἐπανάγαγε	unknown	no	54	7.2.4.2	Travel by water	1	LUK 5:4!9
Ἐπειδήπερ	unknown	no	89G	9.6.2.5;9.6.2.5.1;9.6.2.5.2	Cause;Reason;Without cause	1	LUK 1:1!1
Ἐπειδὴ	unknown	no	67B	8.4.5	Relative time	1	LUK 7:1!1
Ἐπερωτηθεὶς	unknown	no	33N	3.5.1.5;3.5.1.5.1	Answer;Ask	1	LUK 17:20!1
Ἐπερωτῶ	unknown	no	33N	3.5.1.5;3.5.1.5.1	Answer;Ask	1	LUK 6:9!7
Ἐπεσκέψατο	unknown	no	34F;85A	4.2.1.4;8.5.3	Visit;Be at a place	1	LUK 7:16!18
Ἐπηρώτησαν	unknown	no	33N	3.5.1.5;3.5.1.5.1	Answer;Ask	1	LUK 21:7!1
Ἐπηρώτων	unknown	no	33N	3.5.1.5;3.5.1.5.1	Answer;Ask	1	LUK 8:9!1
Ἐπιθυμίᾳ	unknown	no	25B	3.3.1.8	Lust	1	LUK 22:15!5
Ἐπιμελήθητι	unknown	no	35D	4.3.4.5.2	Care for	1	LUK 10:35!13
Ἐπιστάτα	unknown	no	87C	4.5.6.1	High status	5	LUK 5:5!5; LUK 8:24!6; LUK 8:45!15; LUK 9:33!15; LUK 9:49!5
Ἐποίησεν	unknown	no	42B	9.1.2	Do	1	LUK 1:51!1
Ἐπὶ	unknown	no	83H	8.5.1.3	On	1	LUK 4:11!3
Ἐρωτήσω	unknown	no	33N	3.5.1.5;3.5.1.5.1	Answer;Ask	1	LUK 20:3!6
Ἐρωτῶ	unknown	no	33L	3.3.2;3.5.1.5	Ask;Request	1	LUK 16:27!3
Ἐφάγομεν	unknown	no	23A	5.2.2	Eat	1	LUK 13:26!4
Ἐὰν	unknown	no	89J	9.6.2.8	Condition	2	LUK 20:5!8; LUK 22:67!12
Ἐᾶτε	unknown	no	68D	7.2.7;7.2.7.1	Not moving;Stop moving	1	LUK 22:51!6
Ἑκατοντάρχου	unknown	no	55D	4.8.3.6.4	Soldier	1	LUK 7:2!1
Ἑκατὸν	unknown	no	60B	8.1.1.1	Cardinal numbers	2	LUK 16:6!4; LUK 16:7!11
Ἑνὼχ	Enoch	yes	93A	9.7.1	Name of a person	1	LUK 3:37!4
Ἑσλὶ	Esli	yes	93A	9.7.1	Name of a person	1	LUK 3:25!8
Ἑσρὼμ	Hezron	yes	93A	9.7.1	Name of a person	1	LUK 3:33!8
Ἑτοίμασον	unknown	no	77	6.1.2.6	Prepare	1	LUK 17:8!5
Ἑτοιμάσατε	unknown	no	77	6.1.2.6	Prepare	1	LUK 3:4!14
Ἓξ	unknown	no	60B	8.1.1.1	Cardinal numbers	1	LUK 13:14!16
Ἔα	unknown	no	88X	3.4.2.3	Angry	1	LUK 4:34!1
Ἔβερ	Eber	yes	93A	9.7.1	Name of a person	1	LUK 3:35!8
Ἔγειρε	unknown	no	17A	7.1.1	Stand	2	LUK 5:23!12; LUK 6:8!16
Ἔκτεινον	unknown	no	16	7.2;7.2.2.8;7.3.1.3;7.3.4.7;7.3.5	Extend;Move;Move back and forth;Shake;Turn something	1	LUK 6:10!7
Ἔλεγεν	unknown	no	33F	3.5.1	Say	9	LUK 12:54!1; LUK 13:18!1; LUK 13:6!1; LUK 14:12!1; LUK 14:7!1; LUK 16:1!1; LUK 18:1!1; LUK 3:7!1; LUK 9:23!1
Ἔμεινεν	unknown	no	85C	7.2.7.2	Stay, remain	1	LUK 1:56!1
Ἔξελθε	unknown	no	15D	7.2.3.3;7.3.3.3	Leave;Send	4	LUK 13:31!10; LUK 14:21!18; LUK 14:23!8; LUK 5:8!10
Ἔξεστιν	unknown	no	71D	9.4.3;9.4.3.2	Hortative;Moods	1	LUK 14:3!12
Ἔρχεσθε	unknown	no	15F	7.2.3.3.1	Arrive	1	LUK 14:17!13
Ἔρχου	unknown	no	15F	7.2.3.3.1	Arrive	1	LUK 7:8!21
Ἔστιν	unknown	no	13A	8;9.1.1	Be;States	1	LUK 8:11!1
Ἔστωσαν	unknown	no	13A	8;9.1.1	Be;States	1	LUK 12:35!1
Ἔτι	unknown	no	59H	8.1.2;8.1.2.2	Add numbers;Count	1	LUK 18:22!7
Ἔτι	unknown	no	67F	8.4.6	Aspectual time	2	LUK 22:47!1; LUK 8:49!1
Ἔχετέ	unknown	no	57A	6.8.1	Have wealth	1	LUK 24:41!12
Ἔχουσι	unknown	no	57A	6.8.1	Have wealth	1	LUK 16:29!4
ἠγάπησεν	unknown	no	25C	4.3.3	Love	1	LUK 7:47!12
ἠγέρθη	unknown	no	13C	9.1.1.1	Exist	1	LUK 7:16!13
ἠγέρθη	unknown	no	23G	2.6;2.6.6	Die;Life	3	LUK 24:34!4; LUK 24:6!5; LUK 9:7!18
ἠγαλλίασεν	unknown	no	25K	3.4.1.2	Happy	1	LUK 1:47!2
ἠγαλλιάσατο	unknown	no	25K	3.4.1.2	Happy	1	LUK 10:21!5
ἠγνόουν	unknown	no	32A	3.2.4	Understand	1	LUK 9:45!3
ἠγόραζον	unknown	no	57O	6.8.4;6.8.4.1	Buy;Financial transaction	1	LUK 17:28!10
ἠγόρασα	unknown	no	57O	6.8.4;6.8.4.1	Buy;Financial transaction	2	LUK 14:18!12; LUK 14:19!6
ἠδυνήθησαν	unknown	no	74	9.4.2.1	Can	1	LUK 9:40!11
ἠδύναντο	unknown	no	74	9.4.2.1	Can	1	LUK 8:19!13
ἠδύνατο	unknown	no	74	9.4.2.1	Can	1	LUK 19:3!10
ἠθέλησα	unknown	no	30D	3.3.1.4	Intend	1	LUK 13:34!14
ἠθέλησαν	unknown	no	25A	3.3	Want	1	LUK 10:24!9
ἠθέτησαν	unknown	no	76	6.1.2.3.4	Power, force	1	LUK 7:30!11
ἠθελήσατε	unknown	no	30D	3.3.1.4	Intend	1	LUK 13:34!30
ἠθροισμένους	unknown	no	15M	7.5.1	Gather	1	LUK 24:33!11
ἠκολουθήσαμέν	unknown	no	36D	4.5.4.5	Follow, be a disciple	1	LUK 18:28!10
ἠκολούθει	unknown	no	15Q	7.2.5.2	Follow	1	LUK 22:54!15
ἠκολούθει	unknown	no	15T	7.2.5;7.2.5.2	Accompany;Follow	1	LUK 18:43!5
ἠκολούθει	unknown	no	36D	4.5.4.5	Follow, be a disciple	1	LUK 5:28!5
ἠκολούθησαν	unknown	no	15T	7.2.5;7.2.5.2	Accompany;Follow	2	LUK 22:39!12; LUK 9:11!5
ἠκολούθησαν	unknown	no	36D	4.5.4.5	Follow, be a disciple	1	LUK 5:11!10
ἠκούσαμεν	unknown	no	24B	2.3.2	Hear	1	LUK 22:71!11
ἠκούσαμεν	unknown	no	33O	3.5.2;3.5.2.1;3.5.3.2	Information;Make speech;Report	1	LUK 4:23!15
ἠκούσατε	unknown	no	24B	2.3.2	Hear	1	LUK 7:22!11
ἠλαύνετο	unknown	no	15V	7.3.3.5	Drive along	1	LUK 8:29!26
ἠλπίζομεν	unknown	no	25D	3.2.7.1;3.2.7.2	Hope;Hopeless	1	LUK 24:21!3
ἠμφιεσμένον	unknown	no	49	5.3.7;5.4	Adornment;Wear clothing	1	LUK 7:25!9
ἠξίωσα	unknown	no	65B	8.3.7.9	Value	1	LUK 7:7!4
ἠπίστουν	unknown	no	31F	3.2.5.1	Believe	1	LUK 24:11!11
ἠρίθμηνται	unknown	no	60A	8.1.1	Number	1	LUK 12:7!9
ἠρνήσατο	unknown	no	33V	3.5.2.4	Admit	1	LUK 22:57!3
ἠρώτησαν	unknown	no	33L	3.3.2;3.5.1.5	Ask;Request	1	LUK 4:38!20
ἠρώτησεν	unknown	no	33L	3.3.2;3.5.1.5	Ask;Request	2	LUK 5:3!10; LUK 8:37!2
ἠρώτησεν	unknown	no	33N	3.5.1.5;3.5.1.5.1	Answer;Ask	1	LUK 23:3!4
ἠσπάσατο	unknown	no	33C	3.5.4	Story	1	LUK 1:40!8
ἡ	unknown	no	92D	9.2;9.2.3	Part of speech;Pronouns	96	LUK 10:11!21; LUK 10:40!1; LUK 10:40!16; LUK 10:6!10; LUK 10:9!13; LUK 11:18!11; LUK 11:2!13; LUK 11:20!13; LUK 11:27!18; LUK 11:27!20; LUK 11:49!4; LUK 11:7!10; LUK 12:15!17; LUK 12:16!11; LUK 12:23!1; LUK 12:34!9; LUK 13:18!6; LUK 13:34!3; LUK 16:16!10; LUK 17:19!6; LUK 17:20!18; LUK 17:20!8; LUK 17:21!9; LUK 17:24!3; LUK 17:35!10; LUK 17:35!7; LUK 18:16!21; LUK 18:42!7; LUK 19:11!20; LUK 19:16!7; LUK 19:20!8; LUK 1:13!12; LUK 1:13!16; LUK 1:18!16; LUK 1:24!8; LUK 1:29!1; LUK 1:36!4; LUK 1:38!5; LUK 1:41!22; LUK 1:41!9; LUK 1:43!7; LUK 1:44!5; LUK 1:45!3; LUK 1:46!5; LUK 1:60!3; LUK 1:64!8; LUK 1:7!8; LUK 20:14!19; LUK 20:32!3; LUK 20:33!1; LUK 21:20!12; LUK 21:28!13; LUK 21:3!7; LUK 21:3!9; LUK 21:31!12; LUK 21:32!8; LUK 21:33!4; LUK 21:34!21; LUK 22:1!3; LUK 22:1!7; LUK 22:14!4; LUK 22:18!17; LUK 22:20!12; LUK 22:21!3; LUK 22:32!9; LUK 22:53!20; LUK 22:53!23; LUK 22:7!3; LUK 24:10!10; LUK 24:10!3; LUK 24:29!15; LUK 24:32!6; LUK 2:19!1; LUK 2:33!7; LUK 2:48!9; LUK 2:51!14; LUK 3:9!4; LUK 4:21!9; LUK 4:29!17; LUK 5:13!12; LUK 6:10!16; LUK 6:20!18; LUK 6:6!18; LUK 6:6!21; LUK 7:35!3; LUK 7:39!21; LUK 8:11!4; LUK 8:19!5; LUK 8:2!13; LUK 8:25!5; LUK 8:33!14; LUK 8:44!12; LUK 8:47!3; LUK 8:48!6; LUK 8:49!12; LUK 8:9!10
ἡγεμονίας	unknown	no	37D	4.6;4.6.4	Government;Rule	1	LUK 3:1!6
ἡγεμονεύοντος	unknown	no	37D	4.6;4.6.4	Government;Rule	2	LUK 2:2!5; LUK 3:1!9
ἡγεμόνας	unknown	no	37D	4.6;4.6.4	Government;Rule	1	LUK 21:12!23
ἡγεμόνος	unknown	no	37D	4.6;4.6.4	Government;Rule	1	LUK 20:20!22
ἡγούμενος	unknown	no	36A	4.5.3.1	Lead	1	LUK 22:26!16
ἡδονῶν	unknown	no	25J	3.4.1.2	Happy	1	LUK 8:14!17
ἡδύοσμον	mint	yes	3C	1.5.3;1.5.4	Grass, herb, vine;Moss, fungus, algae	1	LUK 11:42!9
ἡλίου	unknown	no	1D	1.1.1	Sun	2	LUK 23:45!2; LUK 4:40!4
ἡλίῳ	unknown	no	1D	1.1.1	Sun	1	LUK 21:25!5
ἡλικίαν	unknown	no	67H;81B	8.4.1;8.2.2.2;8.2.6.3;8.2.6.4;8.2.6.5	Period of time;Deep, shallow;High;Low;Tall	1	LUK 12:25!9
ἡλικίᾳ	unknown	no	81B	8.2.2.2;8.2.6.3;8.2.6.4;8.2.6.5	Deep, shallow;High;Low;Tall	2	LUK 19:3!16; LUK 2:52!6
ἡμέρα	unknown	no	14F	8.3.3	Light	1	LUK 6:13!4
ἡμέρα	unknown	no	67I	8.4.1	Period of time	5	LUK 22:66!4; LUK 22:7!4; LUK 23:54!2; LUK 24:29!16; LUK 9:12!3
ἡμέραι	unknown	no	67H	8.4.1	Period of time	9	LUK 17:22!7; LUK 19:43!3; LUK 1:23!6; LUK 21:22!2; LUK 21:6!5; LUK 23:29!4; LUK 2:22!5; LUK 2:6!10; LUK 5:35!3
ἡμέραι	unknown	no	67I	8.4.1	Period of time	3	LUK 13:14!17; LUK 2:21!4; LUK 9:28!8
ἡμέραις	unknown	no	67E	8.4.2	Take time	3	LUK 1:18!22; LUK 1:7!16; LUK 2:36!13
ἡμέραις	unknown	no	67H	8.4.1	Period of time	16	LUK 17:26!13; LUK 17:26!6; LUK 17:28!6; LUK 1:25!7; LUK 1:39!6; LUK 1:5!4; LUK 1:75!9; LUK 21:23!12; LUK 23:7!21; LUK 24:18!22; LUK 2:1!5; LUK 4:2!13; LUK 4:25!11; LUK 5:35!16; LUK 6:12!5; LUK 9:36!19
ἡμέραν	unknown	no	67E	8.4.2	Take time	6	LUK 11:3!10; LUK 16:19!13; LUK 19:47!6; LUK 22:53!2; LUK 2:37!19; LUK 9:23!19
ἡμέραν	unknown	no	67I	8.4.1	Period of time	1	LUK 24:21!20
ἡμέρας	unknown	no	14F	8.3.3	Light	1	LUK 4:42!3
ἡμέρας	unknown	no	67E	8.4.2	Take time	2	LUK 18:7!15; LUK 4:2!1
ἡμέρας	unknown	no	67H	8.4.1	Period of time	4	LUK 1:20!11; LUK 1:24!5; LUK 1:80!14; LUK 9:51!7
ἡμέρας	unknown	no	67I	8.4.1	Period of time	7	LUK 15:13!5; LUK 17:27!7; LUK 17:4!5; LUK 21:37!4; LUK 2:43!4; LUK 2:44!9; LUK 2:46!4
ἡμέρᾳ	unknown	no	67H	8.4.1	Period of time	1	LUK 6:23!5
ἡμέρᾳ	unknown	no	67I	8.4.1	Period of time	15	LUK 12:46!8; LUK 13:14!31; LUK 13:16!23; LUK 14:5!19; LUK 17:29!3; LUK 18:33!7; LUK 19:42!7; LUK 1:59!5; LUK 23:12!13; LUK 24:13!9; LUK 24:46!16; LUK 24:7!18; LUK 4:16!16; LUK 9:22!24; LUK 9:37!5
ἡμίσιά	unknown	no	60D	8.1.1.6	Fraction	1	LUK 19:8!10
ἡμερῶν	unknown	no	67I	8.4.1	Period of time	3	LUK 20:1!6; LUK 5:17!6; LUK 8:22!6
ἡμεῖς	unknown	no	92B	9.2;9.2.3	Part of speech;Pronouns	5	LUK 18:28!6; LUK 23:41!2; LUK 24:21!1; LUK 3:14!10; LUK 9:13!25
ἡμιθανῆ	unknown	no	23G	2.6;2.6.6	Die;Life	1	LUK 10:30!25
