Greek_Word	SemDom	SemDom_Name	Total_Unique_References	Refs
πρὸς	9.5	Case	99	LUK 10:2!3; LUK 10:26!4; LUK 10:29!7; LUK 11:1!18; LUK 11:39!5; LUK 11:5!3; LUK 12:1!13; LUK 12:15!3; LUK 12:16!4; LUK 12:22!3; LUK 13:23!13; LUK 13:7!3; LUK 14:23!5; LUK 14:25!9; LUK 14:3!6; LUK 14:5!2; LUK 14:7!13; LUK 14:7!3; LUK 15:22!5; LUK 15:3!3; LUK 16:1!4; LUK 17:1!3; LUK 17:22!3; LUK 18:31!6; LUK 19:13!12; LUK 19:33!10; LUK 19:39!9; LUK 19:5!11; LUK 19:8!5; LUK 19:9!3; LUK 1:13!3; LUK 1:18!4; LUK 1:19!18; LUK 1:34!4; LUK 1:55!3; LUK 1:61!3; LUK 1:73!4; LUK 1:80!17; LUK 20:14!7; LUK 20:2!4; LUK 20:23!7; LUK 20:25!4; LUK 20:3!4; LUK 20:41!3; LUK 20:5!4; LUK 20:9!3; LUK 22:15!3; LUK 22:52!4; LUK 22:70!13; LUK 23:14!2; LUK 23:22!5; LUK 23:4!5; LUK 24:10!18; LUK 24:14!4; LUK 24:17!3; LUK 24:18!7; LUK 24:25!4; LUK 24:32!3; LUK 24:44!11; LUK 24:44!3; LUK 24:5!13; LUK 2:15!15; LUK 2:18!12; LUK 2:20!18; LUK 2:34!7; LUK 2:48!7; LUK 2:49!3; LUK 3:12!8; LUK 3:13!4; LUK 4:21!4; LUK 4:23!3; LUK 4:36!8; LUK 4:4!3; LUK 4:43!4; LUK 5:10!16; LUK 5:22!10; LUK 5:31!6; LUK 5:33!4; LUK 5:34!4; LUK 5:36!5; LUK 5:4!6; LUK 6:11!7; LUK 6:3!3; LUK 6:9!5; LUK 7:24!8; LUK 7:40!6; LUK 7:50!3; LUK 8:21!5; LUK 8:22!18; LUK 8:25!12; LUK 9:13!3; LUK 9:14!8; LUK 9:23!3; LUK 9:3!3; LUK 9:33!12; LUK 9:43!17; LUK 9:50!3; LUK 9:57!9; LUK 9:59!3
πρῶτοι	4.5.6.1	High status	3	LUK 13:30!10; LUK 13:30!7; LUK 19:47!21
πρῶτον	8.1.1.2	Ordinal numbers	1	LUK 12:1!17
πρῶτον	8.4.5	Relative time	9	LUK 10:5!7; LUK 11:38!8; LUK 14:28!9; LUK 14:31!12; LUK 17:25!1; LUK 21:9!13; LUK 6:42!28; LUK 9:59!14; LUK 9:61!8
πρῶτος	8.1.1.2	Ordinal numbers	3	LUK 14:18!8; LUK 19:16!4; LUK 20:29!7
πτέρυγας	2.1	Body	1	LUK 13:34!27
πτερύγιον	6.5.2	Parts of a building	1	LUK 4:9!10
πτοηθέντες	3.4.2.4	Afraid	1	LUK 24:37!1
πτοηθῆτε	3.4.2.4	Afraid	1	LUK 21:9!8
πτωχοί	6.8.1.3	Poor	1	LUK 6:20!14
πτωχούς	6.8.1.3	Poor	1	LUK 14:13!6
πτωχοὶ	6.8.1.3	Poor	1	LUK 7:22!22
πτωχοὺς	6.8.1.3	Poor	1	LUK 14:21!29
πτωχοῖς	6.8.1.3	Poor	3	LUK 18:22!17; LUK 19:8!16; LUK 4:18!10
πτωχὴ	6.8.1.3	Poor	1	LUK 21:3!10
πτωχὸν	6.8.1.3	Poor	1	LUK 16:22!5
πτωχὸς	6.8.1.3	Poor	1	LUK 16:20!1
πτύξας	8.3.1.5.1	Roll up	1	LUK 4:20!2
πτύον	6.2.8	Agricultural tool	1	LUK 3:17!3
πτῶσιν	9.1.1.2;7.9.3;4.5.6.2	Become, change state;Destroy;Low status	1	LUK 2:34!16
πυκνὰ	8.4.3	Indefinite time	1	LUK 5:33!10
πυλῶνα	6.5.2	Parts of a building	1	LUK 16:20!9
πυρί	5.5	Fire	1	LUK 3:16!33
πυρετῷ	2.5.1;2.5.2	Disease;Sick	2	LUK 4:38!17; LUK 4:39!7
πυρὶ	5.5	Fire	1	LUK 3:17!24
πωλήσατε	6.8.4;6.8.4.1	Buy;Financial transaction	1	LUK 12:33!1
πωλησάτω	6.8.4;6.8.4.1	Buy;Financial transaction	1	LUK 22:36!17
πωλοῦνται	6.8.4;6.8.4.1	Buy;Financial transaction	1	LUK 12:6!4
πωλοῦντας	6.8.4;6.8.4.1	Buy;Financial transaction	1	LUK 19:45!9
πόδα	2.1	Body	1	LUK 4:11!12
πόδας	2.1	Body	16	LUK 10:11!13; LUK 10:39!12; LUK 15:22!28; LUK 17:16!7; LUK 1:79!12; LUK 24:39!7; LUK 24:40!10; LUK 7:38!14; LUK 7:38!26; LUK 7:38!6; LUK 7:44!21; LUK 7:44!31; LUK 7:45!15; LUK 7:46!12; LUK 8:35!26; LUK 8:41!18
πόθεν	7.3.4.7	Extend	3	LUK 13:25!30; LUK 13:27!7; LUK 20:7!5
πόθεν	9.6.2.5;9.6.2.5.1;9.6.2.5.2	Cause;Reason;Without cause	1	LUK 1:43!2
πόλει	4.6.7.2	City	7	LUK 10:12!13; LUK 18:2!7; LUK 18:3!6; LUK 23:19!9; LUK 24:49!17; LUK 2:11!11; LUK 7:37!8
πόλεις	4.6.7.2	City	1	LUK 13:22!4
πόλεμον	4.8.2	Fight	1	LUK 14:31!9
πόλεσιν	4.6.6.5	Politics	1	LUK 4:43!10
πόλεων	4.6.7.2	City	3	LUK 19:17!17; LUK 19:19!10; LUK 5:12!10
πόλεως	4.6.7.2	City	9	LUK 10:11!9; LUK 14:21!26; LUK 23:51!13; LUK 2:4!9; LUK 4:29!7; LUK 7:12!24; LUK 7:12!7; LUK 8:27!12; LUK 9:5!10
πόλιν	4.6.6.5	Politics	1	LUK 8:34!12
πόλιν	4.6.7.2	City	16	LUK 10:1!22; LUK 10:10!5; LUK 10:8!5; LUK 19:41!6; LUK 1:26!15; LUK 1:39!15; LUK 22:10!10; LUK 2:3!9; LUK 2:39!15; LUK 2:4!15; LUK 4:31!5; LUK 7:11!8; LUK 8:1!10; LUK 8:39!18; LUK 8:4!8; LUK 9:10!16
πόλις	4.6.7.2	City	1	LUK 4:29!18
πόρρω	8.2.6;8.2.6.1;8.2.6.2;8.5.1.5;8.5.1.5.1	Distance;Far;Near;Next to;Touching, contact	1	LUK 14:32!6
πόρρωθεν	8.2.6;8.2.6.1;8.2.6.2;8.5.1.5;8.5.1.5.1	Distance;Far;Near;Next to;Touching, contact	1	LUK 17:12!13
πόσον	8.1.3;8.1.3.1;8.1.3.2	Few, little;Many, much;Plural	1	LUK 16:7!6
πόσῳ	8.1.3;8.1.3.1;8.1.3.2	Few, little;Many, much;Plural	3	LUK 11:13!13; LUK 12:24!20; LUK 12:28!18
πότε	8.4.5	Relative time	4	LUK 12:36!9; LUK 17:20!6; LUK 21:7!6; LUK 9:41!12
πύλῃ	6.5.2	Parts of a building	1	LUK 7:12!5
πύργον	6.5.1	Building	1	LUK 14:28!6
πύργος	6.5.1	Building	1	LUK 13:4!9
πώλησον	6.8.4;6.8.4.1	Buy;Financial transaction	1	LUK 18:22!14
πώποτε	8.4.3	Indefinite time	1	LUK 19:30!16
πᾶν	8.1.5	All	5	LUK 11:42!14; LUK 1:10!2; LUK 1:37!7; LUK 3:5!5; LUK 3:9!12
πᾶς	8.1.5	All	15	LUK 11:10!1; LUK 12:10!2; LUK 12:8!4; LUK 13:17!11; LUK 14:11!2; LUK 14:33!3; LUK 16:16!16; LUK 18:14!13; LUK 18:43!11; LUK 20:18!1; LUK 21:38!2; LUK 6:19!2; LUK 6:40!9; LUK 6:47!1; LUK 7:29!2
πᾶσα	8.1.5	All	2	LUK 3:5!1; LUK 3:6!3
πᾶσα	8.1.6	Whole, complete	1	LUK 4:7!9
πᾶσαι	8.1.5	All	1	LUK 1:48!16
πᾶσαι	8.1.6	Whole, complete	1	LUK 12:7!8
πᾶσαν	8.1.5	All	3	LUK 10:1!21; LUK 10:19!14; LUK 3:3!4
πᾶσαν	8.1.6	Whole, complete	2	LUK 2:1!13; LUK 4:25!31
πᾶσι	8.1.5	All	1	LUK 16:26!3
πᾶσιν	8.1.5	All	12	LUK 12:44!6; LUK 13:17!16; LUK 14:33!9; LUK 24:21!16; LUK 24:25!15; LUK 24:9!12; LUK 2:20!11; LUK 2:38!13; LUK 3:16!3; LUK 3:20!5; LUK 9:43!13; LUK 9:48!29
πᾶσιν	8.1.6	Whole, complete	1	LUK 1:3!5
πῆχυν	8.2.2	Long	1	LUK 12:25!12
πῦρ	5.5	Fire	4	LUK 17:29!9; LUK 22:55!3; LUK 3:9!22; LUK 9:54!12
πῶλον	1.6.1	Types of animals	4	LUK 19:30!11; LUK 19:33!15; LUK 19:33!5; LUK 19:35!14
πῶς	9.2;9.2.3	Part of speech;Pronouns	13	LUK 10:26!11; LUK 11:18!9; LUK 12:11!16; LUK 12:27!4; LUK 12:50!6; LUK 12:56!15; LUK 14:7!8; LUK 20:44!7; LUK 22:2!9; LUK 22:4!9; LUK 6:42!1; LUK 8:18!3; LUK 8:36!6
σά	9.2;9.2.3	Part of speech;Pronouns	1	LUK 15:31!15
σάββασιν	8.4.1	Period of time	3	LUK 13:10!10; LUK 4:31!14; LUK 6:2!12
σάββατον	8.4.1	Period of time	2	LUK 23:54!6; LUK 23:56!10
σάκκῳ	5.3	Clothing	1	LUK 10:13!23
σάλου	1.3.2	Movement of water	1	LUK 21:25!21
σάρκα	2.1	Body	1	LUK 24:39!19
σάτα	8.2.5;8.2.5.1	Big area;Big container, volume	1	LUK 13:21!10
σέ	9.2;9.2.3	Part of speech;Pronouns	1	LUK 1:35!11
σέσωκέν	4.9.5.7	Salvation	1	LUK 7:50!9
σέσωκέν	2.5	Healthy	3	LUK 17:19!9; LUK 18:42!10; LUK 8:48!9
σήμερον	8.4.1.2;8.4.1.2.2	Day;Yesterday, today, tomorrow	9	LUK 12:28!8; LUK 13:32!15; LUK 13:33!4; LUK 19:5!16; LUK 22:34!9; LUK 22:61!23; LUK 23:43!7; LUK 2:11!4; LUK 5:26!16
σίκερα	6.2.5;6.2.5.4	Harvest;Plant product	1	LUK 1:15!10
σίτου	1.5.5;5.2.3;5.2.3.1;5.2.3.1.2	Food from fruit;Food from plants;Parts of a plant;Types of food	1	LUK 16:7!13
σαββάτου	8.4.1	Period of time	5	LUK 13:14!33; LUK 13:16!25; LUK 14:5!21; LUK 18:12!4; LUK 6:5!7
σαββάτων	8.4.1	Period of time	2	LUK 24:1!5; LUK 4:16!18
σαββάτῳ	8.4.5.1;8.4.1	Order, sequence;Period of time	1	LUK 6:1!4
σαββάτῳ	8.4.1	Period of time	7	LUK 13:14!8; LUK 13:15!12; LUK 14:1!14; LUK 14:3!14; LUK 6:6!5; LUK 6:7!11; LUK 6:9!12
σαλευθήσονται	7.2;7.2.2.8;7.3.1.3;7.3.4.7;7.3.5	Extend;Move;Move back and forth;Shake;Turn something	1	LUK 21:26!16
σαλευόμενον	7.2;7.2.2.8;7.3.1.3;7.3.4.7;7.3.5	Extend;Move;Move back and forth;Shake;Turn something	1	LUK 7:24!22
σαλεῦσαι	7.2;7.2.2.8;7.3.1.3;7.3.4.7;7.3.5	Extend;Move;Move back and forth;Shake;Turn something	1	LUK 6:48!28
σαπρόν	8.3.7	Good	1	LUK 6:43!8
σαπρὸν	8.3.7	Good	1	LUK 6:43!12
σαροῖ	5	Daily life	1	LUK 15:8!15
σε	9.2;9.2.3	Part of speech;Pronouns	29	LUK 11:27!22; LUK 11:36!23; LUK 12:58!20; LUK 12:58!27; LUK 12:58!34; LUK 13:31!17; LUK 14:10!15; LUK 14:12!32; LUK 14:18!20; LUK 14:19!13; LUK 16:27!4; LUK 17:19!10; LUK 18:42!11; LUK 19:21!3; LUK 19:22!8; LUK 19:43!15; LUK 19:43!18; LUK 19:44!3; LUK 22:64!11; LUK 2:48!25; LUK 4:10!12; LUK 4:11!6; LUK 4:34!12; LUK 6:29!3; LUK 6:30!3; LUK 7:50!10; LUK 8:20!14; LUK 8:45!19; LUK 8:48!10
σεαυτόν	9.2;9.2.3	Part of speech;Pronouns	3	LUK 10:27!38; LUK 23:37!11; LUK 4:23!13
σεαυτὸν	9.2;9.2.3	Part of speech;Pronouns	3	LUK 23:39!15; LUK 4:9!22; LUK 5:14!10
σεισμοί	1.2.1.7	Earthquake	1	LUK 21:11!1
σελήνῃ	1.1.1	Sun	1	LUK 21:25!7
σεσαλευμένον	7.2;7.2.2.8;7.3.1.3;7.3.4.7;7.3.5	Extend;Move;Move back and forth;Shake;Turn something	1	LUK 6:38!8
σεσαρωμένον	5	Daily life	1	LUK 11:25!4
σημεῖα	3.5.6;3.5.6.1	Gesture;Sign, symbol	2	LUK 21:11!14; LUK 21:25!3
σημεῖον	3.5.6;3.5.6.1	Gesture;Sign, symbol	9	LUK 11:16!4; LUK 11:29!13; LUK 11:29!16; LUK 11:29!23; LUK 11:30!7; LUK 21:7!13; LUK 23:8!25; LUK 2:12!5; LUK 2:34!25
σιαγόνα	2.1	Body	1	LUK 6:29!6
σιγήσῃ	3.5.1.1;3.5.1.1.5	Say nothing;Voice	1	LUK 18:39!7
σινάπεως	1.5.3;1.5.4	Grass, herb, vine;Moss, fungus, algae	2	LUK 13:19!4; LUK 17:6!10
σινδόνι	5.3	Clothing	1	LUK 23:53!5
σινιάσαι	5	Daily life	1	LUK 22:31!9
σιτευτόν	6.3;6.4;8.3.7.9	Animal husbandry;Hunt and fish;Value	2	LUK 15:23!6; LUK 15:27!18
σιτευτὸν	6.3;6.4;8.3.7.9	Animal husbandry;Hunt and fish;Value	1	LUK 15:30!18
σιτομέτριον	5.2	Food	1	LUK 12:42!26
σιωπήσουσιν	3.5.1.1;3.5.1.1.5	Say nothing;Voice	1	LUK 19:40!9
σιωπῶν	3.5.1.1;3.5.1.1.5	Say nothing;Voice	1	LUK 1:20!4
σκάνδαλα	4.3.1.1	Bad, immoral	1	LUK 17:1!11
σκάπτειν	7.8.6;6.2	Dig;Agriculture	1	LUK 16:3!18
σκάψω	6.2	Agriculture	1	LUK 13:8!15
σκανδαλίσῃ	4.3.1.1	Bad, immoral	1	LUK 17:2!18
σκανδαλισθῇ	3.4.2.3	Angry	1	LUK 7:23!7
σκεύει	6.7.7	Container	1	LUK 8:16!7
σκεύη	6.8.1	Have wealth	1	LUK 17:31!12
σκηνάς	6.5.1	Building	1	LUK 16:9!21
σκηνὰς	6.5.1	Building	1	LUK 9:33!23
σκιρτήσατε	7.2.1.1.3;3.4.1.2	Jump;Happy	1	LUK 6:23!7
σκιᾷ	8.3.3.2	Dark	1	LUK 1:79!6
σκολιὰ	8.3.1.3;8.3.1.5	Bend;Straight	1	LUK 3:5!13
σκορπίζει	7.5.1.1	Separate, scatter	1	LUK 11:23!15
σκορπίον	1.6.1.3	Reptile	1	LUK 11:12!7
σκορπίων	1.6.1.3	Reptile	1	LUK 10:19!11
σκοτίᾳ	8.3.3.2;3.2.3.1;3.2.3.3	Dark;Known, unknown;Secret	1	LUK 12:3!6
σκοτεινόν	8.3.3.2	Dark	2	LUK 11:34!30; LUK 11:36!12
σκυθρωποί	3.4.2;3.4.2.1;3.4.2.2	Feel bad;Sad;Sorry	1	LUK 24:17!16
σκόπει	3.1.2;3.1.2.1;3.1.2.3	Alert;Attention;Mental state	1	LUK 11:35!1
σκότει	8.3.3.2	Dark	1	LUK 1:79!4
σκότος	8.3.3.2	Dark	2	LUK 11:35!9; LUK 23:44!8
σκότους	8.3.3.2	Dark	1	LUK 22:53!26
σκύλλε	4.4.2	Trouble	1	LUK 8:49!16
σκύλλου	4.4.2	Trouble	1	LUK 7:6!24
σκῦλα	6.8.9;6.8.9.1	Dishonest financial practices;Steal	1	LUK 11:22!17
σοί	9.2;9.2.3	Part of speech;Pronouns	3	LUK 19:44!17; LUK 19:44!9; LUK 7:40!10
σοι	9.2;9.2.3	Part of speech;Pronouns	37	LUK 10:13!2; LUK 10:13!5; LUK 10:21!13; LUK 10:35!26; LUK 10:36!7; LUK 10:40!14; LUK 11:7!27; LUK 12:59!2; LUK 14:10!17; LUK 14:10!23; LUK 14:10!29; LUK 14:12!36; LUK 14:14!11; LUK 14:14!8; LUK 14:9!9; LUK 15:29!12; LUK 18:11!11; LUK 18:22!9; LUK 18:28!11; LUK 18:41!2; LUK 19:43!12; LUK 1:13!22; LUK 1:14!4; LUK 1:19!22; LUK 1:3!8; LUK 1:35!16; LUK 20:2!18; LUK 22:11!8; LUK 22:34!5; LUK 23:43!5; LUK 5:20!9; LUK 5:23!6; LUK 7:47!4; LUK 8:30!7; LUK 8:39!9; LUK 9:57!12; LUK 9:61!6
σοροῦ	5.1;5.1.1	Furniture;Household equipment	1	LUK 7:14!5
σου	9.2;9.2.3	Part of speech;Pronouns	104	LUK 10:17!18; LUK 10:21!40; LUK 10:27!14; LUK 10:27!20; LUK 10:27!26; LUK 10:27!32; LUK 10:27!36; LUK 10:27!9; LUK 11:2!11; LUK 11:2!15; LUK 11:34!12; LUK 11:34!19; LUK 11:34!29; LUK 11:34!8; LUK 11:36!5; LUK 12:20!12; LUK 12:58!7; LUK 13:12!14; LUK 13:26!6; LUK 13:34!18; LUK 14:12!16; LUK 14:12!20; LUK 14:12!24; LUK 14:8!14; LUK 15:18!17; LUK 15:19!13; LUK 15:19!6; LUK 15:21!13; LUK 15:21!19; LUK 15:27!14; LUK 15:27!8; LUK 15:29!16; LUK 15:30!5; LUK 15:30!9; LUK 15:32!9; LUK 16:2!16; LUK 16:25!10; LUK 16:25!14; LUK 16:6!12; LUK 16:7!17; LUK 17:19!8; LUK 17:3!7; LUK 18:20!15; LUK 18:42!9; LUK 19:16!9; LUK 19:18!8; LUK 19:20!10; LUK 19:22!6; LUK 19:39!15; LUK 19:42!19; LUK 19:43!10; LUK 19:44!26; LUK 19:44!7; LUK 19:5!21; LUK 1:13!14; LUK 1:13!18; LUK 1:36!6; LUK 1:38!13; LUK 1:42!17; LUK 1:44!9; LUK 1:61!11; LUK 20:43!10; LUK 20:43!6; LUK 22:32!11; LUK 22:32!19; LUK 23:42!11; LUK 23:46!11; LUK 2:29!10; LUK 2:29!5; LUK 2:30!8; LUK 2:32!8; LUK 2:48!20; LUK 4:11!13; LUK 4:12!14; LUK 4:23!26; LUK 4:8!11; LUK 5:14!18; LUK 5:20!12; LUK 5:23!9; LUK 5:24!26; LUK 5:24!31; LUK 5:5!16; LUK 6:10!10; LUK 6:29!15; LUK 6:41!12; LUK 6:42!16; LUK 6:42!46; LUK 6:42!6; LUK 7:27!13; LUK 7:27!18; LUK 7:27!20; LUK 7:44!14; LUK 7:48!5; LUK 7:50!8; LUK 8:20!10; LUK 8:20!6; LUK 8:28!23; LUK 8:39!5; LUK 8:48!8; LUK 8:49!14; LUK 9:38!11; LUK 9:40!5; LUK 9:41!23; LUK 9:49!11
σουδαρίῳ	5.3	Clothing	1	LUK 19:20!15
σοφία	3.2.1.3	Intelligent	2	LUK 11:49!5; LUK 7:35!4
σοφίαν	3.2.1.3	Intelligent	2	LUK 11:31!25; LUK 21:15!7
σοφίᾳ	3.2.1.3	Intelligent	2	LUK 2:40!8; LUK 2:52!4
σοφῶν	3.2.1.3	Intelligent	1	LUK 10:21!25
σοὶ	9.2;9.2.3	Part of speech;Pronouns	5	LUK 11:35!8; LUK 3:22!26; LUK 5:33!21; LUK 7:14!13; LUK 9:33!26
σοῦ	9.2;9.2.3	Part of speech;Pronouns	10	LUK 12:20!15; LUK 16:2!10; LUK 1:28!11; LUK 22:32!5; LUK 22:33!7; LUK 2:35!2; LUK 4:10!9; LUK 4:7!8; LUK 6:42!22; LUK 6:42!34
σπέρμα	2.6.3	Birth	1	LUK 20:28!25
σπέρματι	4.1.9.1	Related by birth	1	LUK 1:55!11
σπήλαιον	1.2.1.4;1.2.1.5;8.3.2.5	Furrow;Underground;Valley	1	LUK 19:46!15
σπαράσσει	2.5.1;2.5.2	Disease;Sick	1	LUK 9:39!10
σπείρειν	6.2	Agriculture	1	LUK 8:5!12
σπείρουσιν	6.2	Agriculture	1	LUK 12:24!6
σπείρων	6.2	Agriculture	1	LUK 8:5!3
σπεύσαντες	8.4.6.4;8.4.6.4.4;8.4.8;8.4.8.3	Future;Immediately;Speed;Sudden	1	LUK 2:16!3
σπεύσας	8.4.6.4;8.4.6.4.4;8.4.8;8.4.8.3	Future;Immediately;Speed;Sudden	2	LUK 19:5!14; LUK 19:6!2
σπεῖραι	6.2	Agriculture	1	LUK 8:5!5
σπλάγχνα	4.3.3	Love	1	LUK 1:78!2
σποδῷ	5.5.4	Burn	1	LUK 10:13!25
σπορίμων	6.2	Agriculture	1	LUK 6:1!8
σπουδαίως	3.3.1.6;3.4.1.4;3.4.1.4.2	Determined;Enthusiastic;Interested	1	LUK 7:4!9
σπουδῆς	8.4.6.4;8.4.6.4.4;8.4.8;8.4.8.3	Future;Immediately;Speed;Sudden	1	LUK 1:39!13
σπόρον	1.5.5;5.2.3;5.2.3.1;5.2.3.1.2	Food from fruit;Food from plants;Parts of a plant;Types of food	1	LUK 8:5!7
σπόρος	1.5.5;5.2.3;5.2.3.1;5.2.3.1.2	Food from fruit;Food from plants;Parts of a plant;Types of food	1	LUK 8:11!7
στάσιν	4.5.4.6	Rebel against authority	2	LUK 23:19!4; LUK 23:25!5
στάχυας	1.5.5;5.2.3;5.2.3.1;5.2.3.1.2	Food from fruit;Food from plants;Parts of a plant;Types of food	1	LUK 6:1!17
στέγην	6.5.2	Parts of a building	1	LUK 7:6!32
στήθη	2.1	Body	1	LUK 23:48!15
στήρισον	9.4.2.1	Can	1	LUK 22:32!16
σταδίους	8.2.2	Long	1	LUK 24:13!15
σταθήσεται	8;9.1.1	Be;States	1	LUK 11:18!10
σταθεὶς	7.1.1	Stand	3	LUK 18:11!3; LUK 18:40!1; LUK 19:8!1
σταθῆναι	7.1.1	Stand	1	LUK 21:36!16
σταυρωθῆναι	2.6.6.1	Kill	2	LUK 23:23!8; LUK 24:7!14
σταυρὸν	4.7.7.4	Execute	3	LUK 14:27!5; LUK 23:26!15; LUK 9:23!16
σταφυλὴν	1.5.5;5.2.3;5.2.3.1;5.2.3.1.2	Food from fruit;Food from plants;Parts of a plant;Types of food	1	LUK 6:44!18
σταύρου	2.6.6.1	Kill	1	LUK 23:21!6
στείρᾳ	2.6.3	Birth	1	LUK 1:36!22
στενῆς	8.2.3;8.2.3.1;8.2.3.2;8.2.3.3;8.2.4;8.2.4.1	Fat person;Narrow;Thick;Thin person;Thin thing;Wide	1	LUK 13:24!5
στεῖρα	2.6.3	Birth	1	LUK 1:7!10
στεῖραι	2.6.3	Birth	1	LUK 23:29!10
στιγμῇ	8.4.1	Period of time	1	LUK 4:5!12
στολαῖς	5.3	Clothing	1	LUK 20:46!9
στολὴν	5.3	Clothing	1	LUK 15:22!11
στρατευόμενοι	4.8.3.6.4	Soldier	1	LUK 3:14!5
στρατεύμασιν	4.8.3.6;4.8.3.6.1	Army;Military organization	1	LUK 23:11!9
στρατηγοὺς	4.6;4.6.4	Government;Rule	1	LUK 22:52!11
στρατηγοῖς	4.6;4.6.4	Government;Rule	1	LUK 22:4!7
στρατιώτας	4.8.3.6.4	Soldier	1	LUK 7:8!12
στρατιᾶς	4.9.2	Supernatural being	1	LUK 2:13!8
στρατιῶται	4.8.3.6.4	Soldier	1	LUK 23:36!6
στρατοπέδων	4.8.3.6;4.8.3.6.1	Army;Military organization	1	LUK 21:20!6
στραφεὶς	7.2;7.2.2.8;7.3.1.3;7.3.4.7;7.3.5	Extend;Move;Move back and forth;Shake;Turn something	7	LUK 10:23!2; LUK 14:25!7; LUK 22:61!2; LUK 23:28!1; LUK 7:44!2; LUK 7:9!9; LUK 9:55!1
στρουθία	1.6.1.2	Bird	1	LUK 12:6!3
στρουθίων	1.6.1.2	Bird	1	LUK 12:7!13
στόμα	3.5.1	Say	2	LUK 1:64!4; LUK 21:15!5
στόμα	2.1	Body	1	LUK 6:45!29
στόματι	8.3.1	Shape	1	LUK 21:24!3
στόματος	3.5.1	Say	4	LUK 11:54!7; LUK 1:70!4; LUK 22:71!14; LUK 4:22!16
στόματός	3.5.1	Say	1	LUK 19:22!5
στᾶσα	7.1.1	Stand	1	LUK 7:38!2
στῆθι	7.1.1	Stand	1	LUK 6:8!18
στῆθος	2.1	Body	1	LUK 18:13!18
συγγενίς	4.1.9.1	Related by birth	1	LUK 1:36!5
συγγενείας	4.1.9.1	Related by birth	1	LUK 1:61!10
συγγενεῖς	4.1.9.1	Related by birth	2	LUK 14:12!23; LUK 1:58!7
συγγενεῦσιν	4.1.9.1	Related by birth	1	LUK 2:44!16
συγγενῶν	4.1.9.1	Related by birth	1	LUK 21:16!9
συγκαθισάντων	7.1.2	Sit	1	LUK 22:55!9
συγκαλεσάμενος	3.5.1.4.1;3.5.1.4.2	Call;Contact	1	LUK 23:13!3
συγκαλεῖ	3.5.1.4.1;3.5.1.4.2	Call;Contact	2	LUK 15:6!6; LUK 15:9!3
συγκατατεθειμένος	3.2.5.4;3.2.5.4.1	Agree with someone;Disagree	1	LUK 23:51!4
συγκεκαλυμμένον	3.2.3.1;3.2.3.3	Known, unknown;Secret	1	LUK 12:2!3
συγκυρίαν	9.1.2.1	Happen	1	LUK 10:31!2
συγκύπτουσα	7.1.8	Bend down	1	LUK 13:11!11
συζητεῖν	3.5.1.4	Speak with others	2	LUK 22:23!4; LUK 24:15!8
συκαμίνῳ	1.5.1	Tree	1	LUK 17:6!14
συκομορέαν	1.5.1	Tree	1	LUK 19:4!8
συκοφαντήσητε	4.7.5.3	Accuse, confront	1	LUK 3:14!17
συκῆν	1.5.1	Tree	1	LUK 21:29!7
συκῇ	1.5.1	Tree	1	LUK 13:7!16
συλλέγουσιν	7.3.4.4	Hold	1	LUK 6:44!13
συλλήμψῃ	2.6.3	Birth	1	LUK 1:31!3
συλλαβέσθαι	4.3.4.2	Help	1	LUK 5:7!11
συλλημφθῆναι	2.6.3	Birth	1	LUK 2:21!22
συμβάλλουσα	3.2;3.2.1;3.2.1.1	Mind;Think;Think about	1	LUK 2:19!9
συμβαλεῖν	7.2.3	Move toward something	1	LUK 14:31!7
συμβεβηκότων	9.1.2.1	Happen	1	LUK 24:14!9
συμπαραγενόμενοι	7.5.1	Gather	1	LUK 23:48!4
συμπληροῦσθαι	8.4.6.1.3	End	1	LUK 9:51!5
συμπνίγονται	4.4.2	Trouble	1	LUK 8:14!21
συμφυεῖσαι	1.5.6;2.6.4.6;8.2.2.2	Grow, get bigger;Growth of plants;Tall	1	LUK 8:7!9
συμφωνήσει	8.3.5.2	Compare	1	LUK 5:36!29
συμφωνίας	2.3.2.3	Types of sounds	1	LUK 15:25!17
συνάγων	7.5.1	Gather	1	LUK 11:23!12
συνάξω	7.3.4.3;7.5.9	Put;Put down	2	LUK 12:17!12; LUK 12:18!13
συνέδριον	4.6.6.5	Politics	1	LUK 22:66!19
συνέθεντο	3.2.5.4;3.2.5.4.1	Agree with someone;Disagree	1	LUK 22:5!4
συνέκλεισαν	6.3;6.4	Animal husbandry;Hunt and fish	1	LUK 5:6!4
συνέλαβεν	2.6.3	Birth	1	LUK 1:24!6
συνέλαβον	4.6.6;4.6.6.1;4.6.6.1.1;7.2.6.1	Arrest;Catch, capture;Government functions;Police	1	LUK 5:9!16
συνέξουσίν	7.7.4	Press	1	LUK 19:43!17
συνέπεσεν	7.9.3	Destroy	1	LUK 6:49!23
συνέπνιγον	7.7.4	Press	1	LUK 8:42!19
συνέσει	3.2.1.3	Intelligent	1	LUK 2:47!9
συνέχαιρον	3.4.1.2	Happy	1	LUK 1:58!18
συνέχομαι	3.4.2.4.1;9.5	Worried;Case	1	LUK 12:50!7
συνέχοντες	4.7.7.3	Imprison	1	LUK 22:63!5
συνέχουσίν	7.7.4	Press	1	LUK 8:45!18
συνήντησεν	9.1.2.1	Happen	1	LUK 9:37!11
